file_number,label,global_root,candidate_package,candidate_prefix,method,confidence,notes
727.814,RADIOLOGY EXTRACT,"^ECX(727.814,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.815,EVENT CAPTURE LOCAL EXTRACT,"^ECX(727.815,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.817,TREATING SPECIALTY CHANGE EXTRACT,"^ECX(727.817,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.819,IV DETAIL EXTRACT,"^ECX(727.819,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.823,PAI EXTRACT,"^ECX(727.823,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.824,LAB RESULTS EXTRACT,"^ECX(727.824,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.825,QUASAR EXTRACT,"^ECX(727.825,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.826,PROSTHETICS EXTRACT,"^ECX(727.826,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.827,CLINIC EXTRACT,"^ECX(727.827,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.829,BLOOD BANK EXTRACT,"^ECX(727.829,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.831,DSS TREATING SPECIALTY TRANSLATION,"^ECX(727.831,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.832,NUTRITION EXTRACT,"^ECX(727.832,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
727.833,BCMA EXTRACT,"^ECX(727.833,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
728.0,DSS EXTRACTS,"^ECX(728,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
728.44,CLINICS AND STOP CODES,"^ECX(728.44,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
728.441,NATIONAL CLINIC,"^ECX(728.441,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
728.442,MCA LABOR CODE,"^ECX(728.442,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
728.45,DSS NUTRITION PRODUCT WORKSHEET,"^ECX(728.45,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
728.46,DSS NUTRITION DIVISION WORKSHEET,"^ECX(728.46,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
729.0,DSS PRODUCTION UNIT,"^ECX(729,",DSS EXTRACTS,ECX,prefix,high,ns=ECX matched prefix=ECX
757.001,CONCEPT USAGE,"^LEX(757.001,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.011,EXPRESSION TYPE,"^LEX(757.011,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.018,SNOMED CT HIERARCHY,"^LEX(757.018,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.033,CHARACTER POSITIONS,"^LEX(757.033,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.07,TOKENS,"^LEX(757.07,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.071,SUPPLEMENTAL WORDS,"^LEX(757.071,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.13,SOURCE CATEGORY,"^LEX(757.13,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.14,SOURCE,"^LEX(757.14,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.31,DISPLAYS,"^LEX(757.31,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.32,MAPPING DEFINITIONS,"^LEX(757.32,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.33,MAPPINGS,"^LEX(757.33,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.4,SHORTCUTS,"^LEX(757.4,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.41,SHORTCUT CONTEXT,"^LEX(757.41,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
757.5,UCUM CODES,"^LEX(757.5,",LEXICON UTILITY,LEX,prefix,high,ns=LEX matched prefix=LEX
771.9,HL7 DEGREE,"^HL(771.9,",HEALTH LEVEL SEVEN,HL,prefix,high,ns=HL matched prefix=HL
774.0,SUBSCRIPTION CONTROL,"^HLS(774,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLS matched prefix=HL
776.0,HL7 MONITOR JOB,"^HLEV(776,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLEV matched prefix=HL
776.1,HL7 MONITOR,"^HLEV(776.1,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLEV matched prefix=HL
776.2,HL7 MONITOR MASTER JOB,"^HLEV(776.2,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLEV matched prefix=HL
776.3,HL7 MONITOR EVENT TYPE,"^HLEV(776.3,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLEV matched prefix=HL
776.4,HL7 MONITOR EVENT,"^HLEV(776.4,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLEV matched prefix=HL
776.5,HL7 MONITOR EVENTS PROFILE,"^HLEV(776.5,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLEV matched prefix=HL
776.999,HL7 MONITOR PARAMETERS,"^HLEV(776.999,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLEV matched prefix=HL
777.0,HLO MESSAGE BODY,^HLA(,HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLA matched prefix=HL
778.0,HLO MESSAGES,^HLB(,HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLB matched prefix=HL
779.005,HL7 MESSAGE STRUCTURE CODE,"^HL(779.005,",HEALTH LEVEL SEVEN,HL,prefix,high,ns=HL matched prefix=HL
779.1,HLO SYSTEM PARAMETERS,"^HLD(779.1,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLD matched prefix=HL
779.11,HLO ERROR SCREENS,"^HLD(779.11,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLD matched prefix=HL
779.2,HLO APPLICATION REGISTRY,"^HLD(779.2,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLD matched prefix=HL
779.3,HLO PROCESS REGISTRY,"^HLD(779.3,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLD matched prefix=HL
779.4,HLO SUBSCRIPTION REGISTRY,"^HLD(779.4,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLD matched prefix=HL
779.5,HLO SEGMENT DEFINITIONS,"^HLD(779.5,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLD matched prefix=HL
779.9,HLO PRIORITY QUEUES,"^HLD(779.9,",HEALTH LEVEL SEVEN,HL,prefix,med,ns=HLD matched prefix=HL
783.0,FUNCTIONAL INDEPENDENCE MEASUREMENT RECORD,"^RMIM(783,",FUNCTIONAL INDEPENDENCE,RMIM,prefix,high,ns=RMIM matched prefix=RMIM
783.9,FUNCTIONAL INDEPENDENCE MEASUREMENT PARAMETER,"^RMIM(783.9,",FUNCTIONAL INDEPENDENCE,RMIM,prefix,high,ns=RMIM matched prefix=RMIM
790.0,WV PATIENT,"^WV(790,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.01,WV CASE MANAGER,"^WV(790.01,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.011,WV MATERNITY CARE COORDINATOR,"^WV(790.011,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.02,WV SITE PARAMETER,"^WV(790.02,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.03,WV PAP REGIMEN,"^WV(790.03,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.04,WV PAP REGIMEN LOG,"^WV(790.04,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.07,WV REFERRAL SOURCE,"^WV(790.07,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.08,WV LAB TESTS,"^WV(790.08,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.1,WV PROCEDURE,"^WV(790.1,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.2,WV PROCEDURE TYPE,"^WV(790.2,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.3,WV REFUSALS,"^WV(790.3,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.31,WV RESULTS/DIAGNOSIS,"^WV(790.31,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.32,WV DIAGNOSTIC CODE TRANSLATION,"^WV(790.32,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.4,WV NOTIFICATION,"^WV(790.4,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.403,WV NOTIFICATION TYPE,"^WV(790.403,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.404,WV NOTIFICATION PURPOSE,"^WV(790.404,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.405,WV NOTIFICATION OUTCOME,"^WV(790.405,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.5,WV CERVICAL TX NEED,"^WV(790.5,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.51,WV BREAST TX NEED,"^WV(790.51,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.6,WV LETTER,"^WV(790.6,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.71,WV SNAPSHOT REPORTS,"^WV(790.71,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.72,WV AGE RANGE DEFAULT,"^WV(790.72,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.8,WV DATA NEEDING REVIEW,"^WV(790.8,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
790.9,WV PREGNANCY/LACTATION STATUS CONFLICT EVENTS,"^WV(790.9,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
791.0,WV CONTRACEPTIVE METHODS,"^WV(791,",WOMEN'S HEALTH,WV,prefix,high,ns=WV matched prefix=WV
798.0,ROR REGISTRY RECORD,"^RORDATA(798,",CLINICAL CASE REGISTRIES,ROR,prefix,med,ns=RORDATA matched prefix=ROR
798.1,ROR REGISTRY PARAMETERS,"^ROR(798.1,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
798.2,ROR SELECTION RULE,"^ROR(798.2,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
798.3,ROR PATIENT EVENTS,"^RORDATA(798.3,",CLINICAL CASE REGISTRIES,ROR,prefix,med,ns=RORDATA matched prefix=ROR
798.4,ROR PATIENT,"^RORDATA(798.4,",CLINICAL CASE REGISTRIES,ROR,prefix,med,ns=RORDATA matched prefix=ROR
798.5,ROR ICD SEARCH,"^ROR(798.5,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
798.6,ROR PHARMACY CODE,"^ROR(798.6,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
798.7,ROR LOG,"^RORDATA(798.7,",CLINICAL CASE REGISTRIES,ROR,prefix,med,ns=RORDATA matched prefix=ROR
798.8,ROR TASK,"^RORDATA(798.8,",CLINICAL CASE REGISTRIES,ROR,prefix,med,ns=RORDATA matched prefix=ROR
798.9,ROR LAB SEARCH,"^ROR(798.9,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
799.1,ROR LIST ITEM,"^ROR(799.1,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
799.2,ROR METADATA,"^ROR(799.2,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
799.31,ROR XML ITEM,"^ROR(799.31,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
799.33,ROR DATA AREA,"^ROR(799.33,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
799.34,ROR REPORT PARAMETERS,"^ROR(799.34,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
799.4,ROR HIV RECORD,"^RORDATA(799.4,",CLINICAL CASE REGISTRIES,ROR,prefix,med,ns=RORDATA matched prefix=ROR
799.49,ROR AIDS INDICATOR DISEASE,"^ROR(799.49,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
799.51,ROR GENERIC DRUG,"^ROR(799.51,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
799.53,ROR LOCAL FIELD,"^ROR(799.53,",CLINICAL CASE REGISTRIES,ROR,prefix,high,ns=ROR matched prefix=ROR
799.6,ROR HISTORICAL DATA EXTRACTION,"^RORDATA(799.6,",CLINICAL CASE REGISTRIES,ROR,prefix,med,ns=RORDATA matched prefix=ROR
800.0,CLINICAL REMINDER PARAMETERS,"^PXRM(800,",CLINICAL REMINDERS,PXRM,prefix,high,ns=PXRM matched prefix=PXRM
801.0,REMINDER ORDER CHECK ITEMS GROUP,"^PXD(801,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXD matched prefix=PX
801.1,REMINDER ORDER CHECK RULES,"^PXD(801.1,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXD matched prefix=PX
801.41,REMINDER DIALOG,"^PXRMD(801.41,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
801.42,REMINDER GUI PROCESS,"^PXRMD(801.42,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
801.43,REMINDER FINDING ITEM PARAMETER,"^PXRMD(801.43,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
801.45,REMINDER FINDING TYPE PARAMETER,"^PXRMD(801.45,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
801.46,REMINDER GENERAL FINDINGS,"^PXRMD(801.46,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
801.47,REMINDER DIALOG FUNCTION FILE,"^PXRMD(801.47,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
801.48,REMINDER DIALOG LINK TYPE,"^PXRMD(801.48,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
801.5,REMINDER DIALOG PATIENT ASSOCIATION,"^PXRMD(801.5,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
801.55,REMINDER GEC DIALOG ASSOCIATION HISTORY,"^PXRMD(801.55,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
801.9,REMINDER RESOLUTION STATUS,"^PXRMD(801.9,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
801.95,HEALTH FACTOR RESOLUTION,"^PXRMD(801.95,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
802.1,NLM VALUE SET CODING SYSTEMS,"^PXRM(802.1,",CLINICAL REMINDERS,PXRM,prefix,high,ns=PXRM matched prefix=PXRM
802.2,NLM VALUE SETS,"^PXRM(802.2,",CLINICAL REMINDERS,PXRM,prefix,high,ns=PXRM matched prefix=PXRM
802.3,NLM QUALITY MEASURE GROUPS,"^PXRM(802.3,",CLINICAL REMINDERS,PXRM,prefix,high,ns=PXRM matched prefix=PXRM
802.4,REMINDER FUNCTION FINDING FUNCTIONS,"^PXRMD(802.4,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
809.0,REMINDERS EPISODE OF CARE,"^PXRM(809,",CLINICAL REMINDERS,PXRM,prefix,high,ns=PXRM matched prefix=PXRM
810.1,REMINDER REPORT TEMPLATE,"^PXRMPT(810.1,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMPT matched prefix=PXRM
810.2,REMINDER EXTRACT DEFINITION,"^PXRM(810.2,",CLINICAL REMINDERS,PXRM,prefix,high,ns=PXRM matched prefix=PXRM
810.3,REMINDER EXTRACT SUMMARY,"^PXRMXT(810.3,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMXT matched prefix=PXRM
810.4,REMINDER LIST RULE,"^PXRM(810.4,",CLINICAL REMINDERS,PXRM,prefix,high,ns=PXRM matched prefix=PXRM
810.5,REMINDER PATIENT LIST,"^PXRMXP(810.5,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMXP matched prefix=PXRM
810.7,REMINDER EXTRACT COUNTING RULE,"^PXRM(810.7,",CLINICAL REMINDERS,PXRM,prefix,high,ns=PXRM matched prefix=PXRM
810.8,REMINDER COUNTING GROUP,"^PXRM(810.8,",CLINICAL REMINDERS,PXRM,prefix,high,ns=PXRM matched prefix=PXRM
810.9,REMINDER LOCATION LIST,"^PXRMD(810.9,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
811.1,PCE CODE MAPPING,"^PXD(811.1,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXD matched prefix=PX
811.2,REMINDER TAXONOMY,"^PXD(811.2,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXD matched prefix=PX
811.4,REMINDER COMPUTED FINDINGS,"^PXRMD(811.4,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
811.5,REMINDER TERM,"^PXRMD(811.5,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
811.6,REMINDER SPONSOR,"^PXRMD(811.6,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
811.7,REMINDER CATEGORY,"^PXRMD(811.7,",CLINICAL REMINDERS,PXRM,prefix,med,ns=PXRMD matched prefix=PXRM
811.8,REMINDER EXCHANGE,"^PXD(811.8,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXD matched prefix=PX
811.9,REMINDER DEFINITION,"^PXD(811.9,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXD matched prefix=PX
812.0,PCE CUSTOMIZE REPORT,"^PXD(812,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXD matched prefix=PX
815.0,PCE PARAMETERS,"^PX(815,",PCE PATIENT CARE ENCOUNTER,PX,prefix,high,ns=PX matched prefix=PX
818.0,COMPACT ACT EPISODE OF CARE,"^PXCOMP(818,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXCOMP matched prefix=PX
839.01,PCE DEVICE INTERFACE MODULE ERRORS,"^PX(839.01,",PCE PATIENT CARE ENCOUNTER,PX,prefix,high,ns=PX matched prefix=PX
839.7,PCE DATA SOURCE,"^PX(839.7,",PCE PATIENT CARE ENCOUNTER,PX,prefix,high,ns=PX matched prefix=PX
853.0,VPS CONFIG HISTORY,"^VPS(853,",VPS KIOSK,VPS,prefix,high,ns=VPS matched prefix=VPS
853.1,VPS HL7 SITE PARAMETERS,"^VPS(853.1,",VPS KIOSK,VPS,prefix,high,ns=VPS matched prefix=VPS
853.3,VPS ALLERGY DISCREPANCY INDICATORS,"^VPS(853.3,",VPS KIOSK,VPS,prefix,high,ns=VPS matched prefix=VPS
853.5,VPS MRAR PDO,"^VPS(853.5,",VPS KIOSK,VPS,prefix,high,ns=VPS matched prefix=VPS
853.7,VPS MED DISCREPANCY INDICATORS,"^VPS(853.7,",VPS KIOSK,VPS,prefix,high,ns=VPS matched prefix=VPS
853.8,VPS CLINICAL SURVEY,"^VPS(853.8,",VPS KIOSK,VPS,prefix,high,ns=VPS matched prefix=VPS
853.85,VPS QUESTIONNAIRE IDENTIFIERS,"^VPS(853.85,",VPS KIOSK,VPS,prefix,high,ns=VPS matched prefix=VPS
853.875,VPS QUESTIONNAIRE NAME,"^VPS(853.875,",VPS KIOSK,VPS,prefix,high,ns=VPS matched prefix=VPS
853.9,VPS APPOINTMENTS QUEUE,"^VPS(853.9,",VPS KIOSK,VPS,prefix,high,ns=VPS matched prefix=VPS
860.1,ORDER CHECK PATIENT ACTIVE DATA,"^OCXD(860.1,",,,,,
860.2,ORDER CHECK RULE,"^OCXS(860.2,",,,,,
860.3,ORDER CHECK ELEMENT,"^OCXS(860.3,",,,,,
860.4,ORDER CHECK DATA FIELD,"^OCXS(860.4,",,,,,
860.5,ORDER CHECK DATA SOURCE,"^OCXS(860.5,",,,,,
860.6,ORDER CHECK DATA CONTEXT,"^OCXS(860.6,",,,,,
860.7,ORDER CHECK PATIENT RULE EVENT,"^OCXD(860.7,",,,,,
860.8,ORDER CHECK COMPILER FUNCTIONS,"^OCXS(860.8,",,,,,
860.9,ORDER CHECK NATIONAL TERM,"^OCXS(860.9,",,,,,
861.0,ORDER CHECK RAW DATA LOG,"^OCXD(861,",,,,,
863.0,OCX MDD CLASS,"^OCXS(863,",,,,,
863.1,OCX MDD APPLICATION,"^OCXS(863.1,",,,,,
863.2,OCX MDD SUBJECT,"^OCXS(863.2,",,,,,
863.3,OCX MDD LINK,"^OCXS(863.3,",,,,,
863.4,OCX MDD ATTRIBUTE,"^OCXS(863.4,",,,,,
863.5,OCX MDD VALUES,"^OCXS(863.5,",,,,,
863.6,OCX MDD METHOD,"^OCXS(863.6,",,,,,
863.7,OCX MDD PUBLIC FUNCTION,"^OCXS(863.7,",,,,,
863.8,OCX MDD PARAMETER,"^OCXS(863.8,",,,,,
863.9,OCX MDD CONDITION/FUNCTION,"^OCXS(863.9,",,,,,
864.0,OCX MDD SITE PREFERENCES,"^OCXS(864,",,,,,
864.1,OCX MDD DATATYPE,"^OCXS(864.1,",,,,,
912.3,ESP CRIME DATA-BY-FACILITY,"^ESP(912.3,",POLICE & SECURITY,ES,prefix,med,ns=ESP matched prefix=ES
920.0,VACCINE INFORMATION STATEMENT,^AUTTIVIS(,,,,,
920.05,IMM DEFAULT RESPONSES,"^PXV(920.05,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
920.1,IMMUNIZATION INFO SOURCE,"^PXV(920.1,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
920.2,IMM ADMINISTRATION ROUTE,"^PXV(920.2,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
920.3,IMM ADMINISTRATION SITE (BODY),"^PXV(920.3,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
920.4,IMM CONTRAINDICATION REASONS,"^PXV(920.4,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
920.5,IMM REFUSAL REASONS,"^PXV(920.5,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
920.6,IMM ROUTES TO SITES,"^PXV(920.6,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
920.71,IMM EXTERNAL AGENCY,"^PXV(920.71,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
920.75,PX ICE WEB SERVER,"^PXV(920.75,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
920.76,PX ICE SERVER STATUS,"^PXV(920.76,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
920.77,PX ICE MESSAGE,"^PXV(920.77,",PCE PATIENT CARE ENCOUNTER,PX,prefix,med,ns=PXV matched prefix=PX
950.0,XML ENTITY CATALOG,"^MXML(950,",,,,,
984.1,MASTER PATIENT INDEX (LOCAL NUMBERS),"^MPIF(984.1,",MASTER PATIENT INDEX VISTA,MPIF,prefix,high,ns=MPIF matched prefix=MPIF
984.5,MPI CHECKDIGIT,"^MPIF(984.5,",MASTER PATIENT INDEX VISTA,MPIF,prefix,high,ns=MPIF matched prefix=MPIF
984.8,MPI ICN BUILD MANAGEMENT,"^MPIF(984.8,",MASTER PATIENT INDEX VISTA,MPIF,prefix,high,ns=MPIF matched prefix=MPIF
984.9,MPIF CMOR REQUEST,"^MPIF(984.9,",MASTER PATIENT INDEX VISTA,MPIF,prefix,high,ns=MPIF matched prefix=MPIF
987.5,WII ADMISSIONS DISCHARGES,"^WII(987.5,",WOUNDED INJURED ILL WARRIORS,WII,prefix,high,ns=WII matched prefix=WII
987.6,WII PARAMETERS,"^WII(987.6,",WOUNDED INJURED ILL WARRIORS,WII,prefix,high,ns=WII matched prefix=WII
990.8,CIRN REPOSITORY SITE PARAMETER,"^RGSITE(""COR"",",CLINICAL INFO RESOURCE NETWORK,RG,prefix,med,ns=RGSITE matched prefix=RG
991.1,CIRN HL7 EXCEPTION LOG,"^RGHL7(991.1,",CLINICAL INFO RESOURCE NETWORK,RG,prefix,med,ns=RGHL7 matched prefix=RG
991.11,CIRN HL7 EXCEPTION TYPE,"^RGHL7(991.11,",CLINICAL INFO RESOURCE NETWORK,RG,prefix,med,ns=RGHL7 matched prefix=RG
991.8,CIRN SITE PARAMETER,"^RGSITE(991.8,",CLINICAL INFO RESOURCE NETWORK,RG,prefix,med,ns=RGSITE matched prefix=RG
995.0,CIRN EVENT ASSOCIATION,^RGEQASN(,CLINICAL INFO RESOURCE NETWORK,RG,prefix,med,ns=RGEQASN matched prefix=RG
995.1,CIRN EVENT EXCEPTION,^RGEQEXC(,CLINICAL INFO RESOURCE NETWORK,RG,prefix,med,ns=RGEQEXC matched prefix=RG
995.2,CIRN EVENT STATISTICS,"^RGSTAT(995.2,",CLINICAL INFO RESOURCE NETWORK,RG,prefix,med,ns=RGSTAT matched prefix=RG
996.0,EXTENSIBLE EDITOR,^RGED1(,EXTENSIBLE EDITOR,RGED,prefix,med,ns=RGED1 matched prefix=RGED
996.2,EXTENSIBLE EDITOR SPELLCHECKER,^RGED3(,EXTENSIBLE EDITOR,RGED,prefix,med,ns=RGED3 matched prefix=RGED
1609.0,EHRM HL7 Message,"^EHMHL7(1609,",ELECTRONIC HEALTH MODERNIZATION,EHM,prefix,med,ns=EHMHL7 matched prefix=EHM
1609.1,EHRM HL7 Message Retention,"^EHMHL7(1609.1,",ELECTRONIC HEALTH MODERNIZATION,EHM,prefix,med,ns=EHMHL7 matched prefix=EHM
1927.09,NUPA SAVED NOTES,"^NUPA(1927.09,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.2,NUPA ASSESSMENT PROBLEMS,"^NUPA(1927.2,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.23,NUPA PLAN DESCRIPTION TABS,"^NUPA(1927.23,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
1927.24,NUPA ASSESSMENT INTERVENTIONS,"^NUPA(1927.24,",PATIENT ASSESSMENT DOCUM,NUPA,prefix,high,ns=NUPA matched prefix=NUPA
