file_number,label,global_root,candidate_package,candidate_prefix,method,confidence,notes
2261.6,ASISTS OCCURRENCE OF SHARPS INJURY,"^OOPS(2261.6,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.7,ASISTS DEVICE/EQUIPMENT,"^OOPS(2261.7,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.8,ASISTS RESULTS,"^OOPS(2261.8,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2261.9,ASISTS SAFETY CHARACTERISTICS,"^OOPS(2261.9,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2262.0,ASISTS SITE PARAMETER,"^OOPS(2262,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2262.1,ASISTS DOL DISTRICT OFFICE,"^OOPS(2262.1,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2262.2,ASISTS DEVICE SIZE,"^OOPS(2262.2,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2262.3,ASISTS NEEDLESTICK BRANDS,"^OOPS(2262.3,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2262.4,ASISTS REASON FOR CONTROVERT,"^OOPS(2262.4,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2262.5,ASISTS ADDITIONAL PAY TYPES,"^OOPS(2262.5,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2262.6,ASISTS STANDARD INDUSTRIAL CLASS. (SIC),"^OOPS(2262.6,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2262.7,ASISTS N.A. INDUSTRIAL CLASSIFICATION (NAICS),"^OOPS(2262.7,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2262.8,ASISTS REASON FOR DISPUTE CODES,"^OOPS(2262.8,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2263.0,ASISTS DOL TYPE OF INJURY CODES,"^OOPS(2263,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2263.1,ASISTS DOL SOURCE OF INJURY CODES,"^OOPS(2263.1,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2263.2,ASISTS DOL CAUSE OF INJURY CODES,"^OOPS(2263.2,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2263.3,ASISTS DOL NATURE OF INJURY CODES,"^OOPS(2263.3,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2263.5,ASISTS DOL PROVIDER TITLE,"^OOPS(2263.5,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2263.6,ASISTS OWCP CHARGEBACK CODES,"^OOPS(2263.6,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2263.7,ASISTS UNION INFORMATION,"^OOPS(2263.7,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2263.8,ASISTS BODY PART GROUPINGS,"^OOPS(2263.8,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2264.0,ASISTS COMPENSATION CLAIM (CA7),"^OOPS(2264,",ASISTS,OOPS,prefix,high,ns=OOPS matched prefix=OOPS
2275.0,HEALTH EVET REGISTER,"^EVET(2275,",HEALTH EVET,EVET,prefix,high,ns=EVET matched prefix=EVET
2275.3,MHV REQUEST TYPE,"^MHV(2275.3,",My HealtheVet,MHV,prefix,high,ns=MHV matched prefix=MHV
2275.4,MHV RESPONSE MAP,"^MHV(2275.4,",My HealtheVet,MHV,prefix,high,ns=MHV matched prefix=MHV
2276.0,HEALTH EVET AUDIT LOG,"^EVET(2276,",HEALTH EVET,EVET,prefix,high,ns=EVET matched prefix=EVET
2276.1,HEALTH EVET DOWNLOAD SUMMARY,"^EVET(2276.1,",HEALTH EVET,EVET,prefix,high,ns=EVET matched prefix=EVET
2276.3,HEALTH EVET DOWNLOAD EVENTS,"^EVET(2276.3,",HEALTH EVET,EVET,prefix,high,ns=EVET matched prefix=EVET
2276.999,EVET LOCAL CONFIG,"^EVET(2276.999,",HEALTH EVET,EVET,prefix,high,ns=EVET matched prefix=EVET
6000.0,VBECS SITE PARAMETERS,"^VBEC(6000,",VBECS,VBEC,prefix,high,ns=VBEC matched prefix=VBEC
6001.0,VBECS DATA INTEGRITY/CONVERSION STATISTICS,"^VBEC(6001,",VBECS,VBEC,prefix,high,ns=VBEC matched prefix=VBEC
6002.01,VBECS WORKLOAD CAPTURE,"^VBEC(6002.01,",VBECS,VBEC,prefix,high,ns=VBEC matched prefix=VBEC
6002.03,VBECS DSS EXTRACT,"^VBEC(6002.03,",VBECS,VBEC,prefix,high,ns=VBEC matched prefix=VBEC
6002.04,VBEC INTEGRITY,"^VBEC(6002.04,",VBECS,VBEC,prefix,high,ns=VBEC matched prefix=VBEC
6003.0,VISTA BLOOD BANK RESTRICTED OPTIONS LIST,"^VBEC(6003,",VBECS,VBEC,prefix,high,ns=VBEC matched prefix=VBEC
6005.0,VBECS MATCHING TABLE,"^VBEC(6005,",VBECS,VBEC,prefix,high,ns=VBEC matched prefix=VBEC
6007.0,STANDARD VBECS DATA,"^VBEC(6007,",VBECS,VBEC,prefix,high,ns=VBEC matched prefix=VBEC
6009.0,VBECS FILE & FIELD LEVEL SECURITY,"^VBEC(6009,",VBECS,VBEC,prefix,high,ns=VBEC matched prefix=VBEC
6910.5,ENG SYSTEM SOFTWARE CHANGES,"^ENG(""DOC"",",ENGINEERING,EN,prefix,med,ns=ENG matched prefix=EN
6913.0,OWNER/DEPT,"^ENG(""DPT"",",ENGINEERING,EN,prefix,med,ns=ENG matched prefix=EN
6914.9,NATIONAL EIL,"^ENG(6914.9,",ENGINEERING,EN,prefix,med,ns=ENG matched prefix=EN
6915.11,AV REASON,"^ENG(6915.11,",ENGINEERING,EN,prefix,med,ns=ENG matched prefix=EN
6916.2,HAND RECEIPT TEXT,"^ENG(6916.2,",ENGINEERING,EN,prefix,med,ns=ENG matched prefix=EN
6916.3,IT ASSIGNMENT,"^ENG(6916.3,",ENGINEERING,EN,prefix,med,ns=ENG matched prefix=EN
6918.0,Y2K CATEGORY LOG,"^ENG(6918,",ENGINEERING,EN,prefix,med,ns=ENG matched prefix=EN
6918.1,UTILITY SYSTEMS,"^ENG(6918.1,",ENGINEERING,EN,prefix,med,ns=ENG matched prefix=EN
6930.0,PENDING RTLS EVENTS,"^VIAA(6930,",REAL TIME LOCATION SYSTEM,VIAA,prefix,high,ns=VIAA matched prefix=VIAA
7115.1,HDIS DOMAIN,"^HDIS(7115.1,",HEALTH DATA & INFORMATICS,HDI,prefix,med,ns=HDIS matched prefix=HDI
7115.3,HDIS XML TEMPLATE,"^HDIS(7115.3,",HEALTH DATA & INFORMATICS,HDI,prefix,med,ns=HDIS matched prefix=HDI
7115.5,HDIS STATUS,"^HDIS(7115.5,",HEALTH DATA & INFORMATICS,HDI,prefix,med,ns=HDIS matched prefix=HDI
7115.6,HDIS FILE/FIELD,"^HDIS(7115.6,",HEALTH DATA & INFORMATICS,HDI,prefix,med,ns=HDIS matched prefix=HDI
7118.11,HDIS TERM/CONCEPT VUID ASSOCIATION,"^HDISV(7118.11,",HEALTH DATA & INFORMATICS,HDI,prefix,med,ns=HDISV matched prefix=HDI
7118.21,HDIS SYSTEM,"^HDISF(7118.21,",HEALTH DATA & INFORMATICS,HDI,prefix,med,ns=HDISF matched prefix=HDI
7118.22,HDIS FACILITY TERM/CONCEPT ASSOCIATION,"^HDISF(7118.22,",HEALTH DATA & INFORMATICS,HDI,prefix,med,ns=HDISF matched prefix=HDI
7118.25,HDIS VUID IMPLEMENTATION STATUS,"^HDISF(7118.25,",HEALTH DATA & INFORMATICS,HDI,prefix,med,ns=HDISF matched prefix=HDI
7118.27,HDIS TEXT FILE DEPLOYMENT TRACKING,"^HDISF(7118.27,",HEALTH DATA & INFORMATICS,HDI,prefix,med,ns=HDISF matched prefix=HDI
7118.29,HDIS PARAMETER,"^HDISF(7118.29,",HEALTH DATA & INFORMATICS,HDI,prefix,med,ns=HDISF matched prefix=HDI
8925.0,TIU DOCUMENT,"^TIU(8925,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.1,TIU DOCUMENT DEFINITION,"^TIU(8925.1,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.2,TIU UPLOAD BUFFER,"^TIU(8925.2,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.3,TIU UPLOAD ERROR DEFINITION,"^TIU(8925.3,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.4,TIU UPLOAD LOG,"^TIU(8925.4,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.5,TIU AUDIT TRAIL,"^TIU(8925.5,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.6,TIU STATUS,"^TIU(8925.6,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.7,TIU MULTIPLE SIGNATURE,"^TIU(8925.7,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.71,TIU TEXT EVENTS,"^TIU(8925.71,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.8,TIU SEARCH CATEGORIES,"^TIU(8925.8,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.9,TIU PROBLEM LINK,"^TIU(8925.9,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.91,TIU EXTERNAL DATA LINK,"^TIU(8925.91,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.93,TIU PRINT PARAMETERS,"^TIU(8925.93,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.94,TIU DIVISION PRINT PARAMETERS,"^TIU(8925.94,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.95,TIU DOCUMENT PARAMETERS,"^TIU(8925.95,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.97,TIU CONVERSIONS,"^TIU(8925.97,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.98,TIU PERSONAL DOCUMENT TYPE LIST,"^TIU(8925.98,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8925.99,TIU PARAMETERS,"^TIU(8925.99,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.0,TIU PERSONAL PREFERENCES,"^TIU(8926,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.1,TIU VHA ENTERPRISE STANDARD TITLE,"^TIU(8926.1,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.2,TIU LOINC SUBJECT MATTER DOMAIN,"^TIU(8926.2,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.3,TIU LOINC ROLE,"^TIU(8926.3,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.4,TIU LOINC SETTING,"^TIU(8926.4,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.5,TIU LOINC SERVICE,"^TIU(8926.5,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.6,TIU LOINC DOCUMENT TYPE,"^TIU(8926.6,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.72,TIU LOINC SMD SYNONYMS,"^TIU(8926.72,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.73,TIU LOINC ROLE SYNONYMS,"^TIU(8926.73,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.74,TIU LOINC SETTING SYNONYMS,"^TIU(8926.74,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.75,TIU LOINC SERVICE SYNONYMS,"^TIU(8926.75,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8926.76,TIU LOINC DOCUMENT TYPE SYNONYMS,"^TIU(8926.76,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8927.0,TIU TEMPLATE,"^TIU(8927,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8927.1,TIU TEMPLATE FIELD,"^TIU(8927.1,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8927.9,TIU UNAUTHORIZED ABBREVIATION,"^TIU(8927.9,",TEXT INTEGRATION UTILITIES,TIU,prefix,high,ns=TIU matched prefix=TIU
8928.0,PASTED TEXT TRACKING,"^TIUP(8928,",TEXT INTEGRATION UTILITIES,TIU,prefix,med,ns=TIUP matched prefix=TIU
8930.0,USR CLASS,"^USR(8930,",AUTHORIZATION/SUBSCRIPTION,USR,prefix,high,ns=USR matched prefix=USR
8930.1,USR AUTHORIZATION/SUBSCRIPTION,"^USR(8930.1,",AUTHORIZATION/SUBSCRIPTION,USR,prefix,high,ns=USR matched prefix=USR
8930.2,USR ROLE,"^USR(8930.2,",AUTHORIZATION/SUBSCRIPTION,USR,prefix,high,ns=USR matched prefix=USR
8930.3,USR CLASS MEMBERSHIP,"^USR(8930.3,",AUTHORIZATION/SUBSCRIPTION,USR,prefix,high,ns=USR matched prefix=USR
8930.4,USR SEARCH CATEGORIES,"^USR(8930.4,",AUTHORIZATION/SUBSCRIPTION,USR,prefix,high,ns=USR matched prefix=USR
8930.6,USR RECORD STATUS,"^USR(8930.6,",AUTHORIZATION/SUBSCRIPTION,USR,prefix,high,ns=USR matched prefix=USR
8930.8,USR ACTION,"^USR(8930.8,",AUTHORIZATION/SUBSCRIPTION,USR,prefix,high,ns=USR matched prefix=USR
8932.1,PERSON CLASS,"^USC(8932.1,",OKC USER ACCESS,US,prefix,med,ns=USC matched prefix=US
8932.2,PROGRAM OF STUDY,"^USC(8932.2,",OKC USER ACCESS,US,prefix,med,ns=USC matched prefix=US
8933.1,NEW PERSON FIELD MONITOR,"^XTV(8933.1,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8935.91,XHD PARAMETER CATEGORY,"^XHD(8935.91,",HEALTHEVET DESKTOP,XHD,prefix,high,ns=XHD matched prefix=XHD
8969.0,VSM CONFIGURATION,"^KMPV(8969,",VISTA SYSTEM MONITOR,KMPV,prefix,high,ns=KMPV matched prefix=KMPV
8969.02,VSM MONITOR DEFAULTS,"^KMPV(8969.02,",VISTA SYSTEM MONITOR,KMPV,prefix,high,ns=KMPV matched prefix=KMPV
8969.03,VSM CACHE TASK LOG,"^KMPV(8969.03,",VISTA SYSTEM MONITOR,KMPV,prefix,high,ns=KMPV matched prefix=KMPV
8970.1,SAGG PROJECT,"^KMPS(8970.1,",SAGG PROJECT,KMPS,prefix,high,ns=KMPS matched prefix=KMPS
8971.1,RESOURCE USAGE MONITOR,"^KMPR(8971.1,",CAPACITY MANAGEMENT - RUM,KMPR,prefix,high,ns=KMPR matched prefix=KMPR
8972.1,CP CODE EVALUATOR,"^KMPD(8972.1,",CAPACITY MANAGEMENT TOOLS,KMPD,prefix,high,ns=KMPD matched prefix=KMPD
8972.3,CP DATA ELEMENTS,"^KMPD(8972.3,",CAPACITY MANAGEMENT TOOLS,KMPD,prefix,high,ns=KMPD matched prefix=KMPD
8973.0,CP PARAMETERS,"^KMPD(8973,",CAPACITY MANAGEMENT TOOLS,KMPD,prefix,high,ns=KMPD matched prefix=KMPD
8973.1,CM HL7 DATA,"^KMPD(8973.1,",CAPACITY MANAGEMENT TOOLS,KMPD,prefix,high,ns=KMPD matched prefix=KMPD
8973.2,CP TIMING,"^KMPD(8973.2,",CAPACITY MANAGEMENT TOOLS,KMPD,prefix,high,ns=KMPD matched prefix=KMPD
8973.3,CP REPORTS,"^KMPD(8973.3,",CAPACITY MANAGEMENT TOOLS,KMPD,prefix,high,ns=KMPD matched prefix=KMPD
8980.2,PKI Digital Signatures,"^XUSSPKI(8980.2,",KERNEL,XU,prefix,med,ns=XUSSPKI matched prefix=XU
8980.22,PKI CRL URLS,"^XUSSPKI(8980.22,",KERNEL,XU,prefix,med,ns=XUSSPKI matched prefix=XU
8985.1,XTID VUID FOR SET OF CODES,"^XTID(8985.1,",TOOLKIT,XT,prefix,med,ns=XTID matched prefix=XT
8989.2,KERNEL PARAMETERS,"^XTV(8989.2,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8989.3,KERNEL SYSTEM PARAMETERS,"^XTV(8989.3,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8989.5,PARAMETERS,"^XTV(8989.5,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8989.51,PARAMETER DEFINITION,"^XTV(8989.51,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8989.518,PARAMETER ENTITY,"^XTV(8989.518,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8989.52,PARAMETER TEMPLATE,"^XTV(8989.52,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8991.5,XQAB ERRORS LOGGED,"^XTV(8991.5,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8991.6,XUEPCS DATA,"^XTV(8991.6,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8991.7,XUEPCS PSDRPH AUDIT,"^XTV(8991.7,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8991.8,DEA BUSINESS ACTIVITY CODES,"^XTV(8991.8,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8991.9,DEA NUMBERS,"^XTV(8991.9,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8992.0,ALERT,"^XTV(8992,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8992.1,ALERT TRACKING,"^XTV(8992.1,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8992.2,ALERT RECIPIENT TYPE,"^XTV(8992.2,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8992.3,ALERT CRITICAL TEXT,"^XTV(8992.3,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8992.7,LOG4M CONFIG,"^XTV(8992.7,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8992.8,MUNIT TEST GROUP,"^XTV(8992.8,",TOOLKIT,XT,prefix,med,ns=XTV matched prefix=XT
8993.0,XULM LOCK DICTIONARY,"^XLM(8993,",,,,,
8993.1,XULM LOCK MANAGER PARAMETERS,"^XLM(8993.1,",,,,,
8993.2,XULM LOCK MANAGER LOG,"^XLM(8993.2,",,,,,
8994.0,REMOTE PROCEDURE,"^XWB(8994,",RPC BROKER,XWB,prefix,high,ns=XWB matched prefix=XWB
8994.1,RPC BROKER SITE PARAMETERS,"^XWB(8994.1,",RPC BROKER,XWB,prefix,high,ns=XWB matched prefix=XWB
8994.5,REMOTE APPLICATION,"^XWB(8994.5,",RPC BROKER,XWB,prefix,high,ns=XWB matched prefix=XWB
9001.0,ISI PT IMPORT TEMPLATE,"^ISI(9001,",ISI IMAGING,ISI,prefix,high,ns=ISI matched prefix=ISI
19610.45,VEJD DATA WAREHOUSE LOG,"^VEJD(19610.45,",VENDOR - DOCUMENT STORAGE SYS,VEJD,prefix,high,ns=VEJD matched prefix=VEJD
19617.0,VEJD PATIENT,"^VEJD(19617,",VENDOR - DOCUMENT STORAGE SYS,VEJD,prefix,high,ns=VEJD matched prefix=VEJD
19619.0,VEJD E&M CODE OVER-RIDE AUDIT,"^VEJD(19619,",VENDOR - DOCUMENT STORAGE SYS,VEJD,prefix,high,ns=VEJD matched prefix=VEJD
19619.1,VEJD SYSTEM USERS,"^VEJD(19619.1,",VENDOR - DOCUMENT STORAGE SYS,VEJD,prefix,high,ns=VEJD matched prefix=VEJD
19619.2,VEJD E&M CODES,"^VEJD(19619.2,",VENDOR - DOCUMENT STORAGE SYS,VEJD,prefix,high,ns=VEJD matched prefix=VEJD
19619.9,VEJD APPLICATION USAGE,"^VEJD(19619.9,",VENDOR - DOCUMENT STORAGE SYS,VEJD,prefix,high,ns=VEJD matched prefix=VEJD
19619.99,VEJD TEMP RPC ARRAYS,^VEJDTMP(,VENDOR - DOCUMENT STORAGE SYS,VEJD,prefix,med,ns=VEJDTMP matched prefix=VEJD
19620.0,DSIR ROI INSTANCE,"^DSIR(19620,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.1,DSIR RELEASED DOCUMENT,"^DSIR(19620.1,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.12,DSIR NEW REQUESTOR,"^DSIR(19620.12,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.13,DSIR SF 544,"^DSIR(19620.13,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.14,DSIR LABELS,"^DSIR(19620.14,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.2,DSIR BILLS,"^DSIR(19620.2,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.21,DSIR BILL TRACKING,"^DSIR(19620.21,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.29,DSIR BILLS HISTORY,"^DSIR(19620.29,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.3,DSIR FINAL FOIA NUMBERS,"^DSIR(19620.3,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.31,DSIR REQUEST REASON,"^DSIR(19620.31,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.35,DSIR SCHEDULED REPORTS,"^DSIR(19620.35,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.4,DSIR DOCUMENT TYPE,"^DSIR(19620.4,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.41,DSIR STATUS CODES,"^DSIR(19620.41,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.5,*VEJD ROI AUTHORITY,"^DSIR(19620.5,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.51,DSIR AUTHORITY FOR REQUEST,"^DSIR(19620.51,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.6,*VEJD ROI TYPE,"^DSIR(19620.6,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.61,DSIR TYPE OF REQUEST,"^DSIR(19620.61,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.7,*VEJD ROI REQUESTOR TYPE,"^DSIR(19620.7,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.71,DSIR REQUESTOR TYPE,"^DSIR(19620.71,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.8,DSIR BILLING TYPE,"^DSIR(19620.8,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.87,DSIR AD HOC SETUP DATA,"^DSIR(19620.87,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.871,DSIR SAVED AD HOC REPORTS,"^DSIR(19620.871,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.91,DSIR STATUS HISTORY,"^DSIR(19620.91,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.92,DSIR REQUEST ADDRESS,"^DSIR(19620.92,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.94,DSIR SENSITIVE PROVIDERS,"^DSIR(19620.94,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.95,DSIR FOIA INDICATOR,"^DSIR(19620.95,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.96,DSIR NON-COMPUTERIZED RECORDS PATIENTS,"^DSIR(19620.96,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19620.98,DSIR DISCLOSURE ALERTS,"^DSIR(19620.98,",RELEASE OF INFORMATION - DSSI,DSIR,prefix,high,ns=DSIR matched prefix=DSIR
19621.0,DSIV VISTA IMAGING QUEUE TRACKING,"^DSI(19621,",,,,,
19625.0,DSIV ICB AUDIT,"^DSI(19625,",,,,,
19625.1,DSIV REPORT DATA,"^DSI(19625.1,",,,,,
19625.2,DSIV EXCEPTION LOCATIONS,"^DSI(19625.2,",,,,,
19625.3,DSIV ICB MANUAL PATIENT FLAG FILE,"^DSI(19625.3,",,,,,
23450.0,ISIJ DYNAMIC QUERY STATS,"^ISI(23450,",ISI IMAGING,ISI,prefix,high,ns=ISI matched prefix=ISI
23451.0,ISIJ FAVORITES,"^ISI(23451,",ISI IMAGING,ISI,prefix,high,ns=ISI matched prefix=ISI
23453.0,ISIJ EXAM NOTES,"^ISI(23453,",ISI IMAGING,ISI,prefix,high,ns=ISI matched prefix=ISI
177100.12,CPRS MONITOR,"^AWC(177100.12,",,,,,
177100.13,CPRS MONITOR DATA,"^AWC(177100.13,",,,,,
509850.0,CDR ACCOUNT,"^ACK(509850,",,,,,
509850.1,A&SP DIAGNOSTIC CONDITION,"^ACK(509850.1,",,,,,
509850.2,A&SP PATIENT,"^ACK(509850.2,",,,,,
509850.3,A&SP STAFF,"^ACK(509850.3,",,,,,
509850.4,A&SP PROCEDURE CODE,"^ACK(509850.4,",,,,,
509850.5,A&SP PROCEDURE MODIFIER,"^ACK(509850.5,",,,,,
509850.6,A&SP CLINIC VISIT,"^ACK(509850.6,",,,,,
509850.7,A&SP WORKLOAD,"^ACK(509850.7,",,,,,
509850.8,A&SP SITE PARAMETERS,"^ACK(509850.8,",,,,,
509850.9,AUDIOMETRIC EXAM DATA,"^ACK(509850.9,",,,,,
548071.0,MODIFICATIONS TO NATIONAL PACKAGES (NEW),"^AXA(548071,",,,,,
548260.0,PATCH PACKAGE,"^AXA(548260,",,,,,
548260.1,PATCH STATUS,"^AXA(548260.1,",,,,,
548261.0,PATCH,"^AXA(548261,",,,,,
548270.0,IRM PERSON,"^AXA(548270,",,,,,
580950.1,*AJK1UB SITE PARAMETERS,"^DIZ(580950.1,",VA FILEMAN,DI,prefix,med,ns=DIZ matched prefix=DI
580950.2,*AJK1UB TRANSMITAL,^AJK1UB(,,,,,
580950.3,*AJK1UB STATUS CHANGE,^AJK1UBS(,,,,,
