file_number,label,global_root,field_count,package_name,package_prefix
58.35,RETURN DRUG,"^PSD(58.35,",2,,
58.36,RETURN DRUG CONTRACTOR,"^PSD(58.36,",2,,
58.4,SPMP ASAP RECORD DEFINITION,"^PS(58.4,",2,,
58.41,SPMP STATE PARAMETERS,"^PS(58.41,",25,,
58.42,SPMP EXPORT BATCH,"^PS(58.42,",14,,
58.5,AR/WS STATS FILE,"^PSI(58.5,",2,AUTO REPLENISHMENT/WARD STOCK,PSGW
58.6,PADE INBOUND TRANSACTIONS,"^PS(58.6,",36,,
58.601,PADE INVENTORY SYSTEM,"^PS(58.601,",7,,
58.63,PADE DISPENSING DEVICE,"^PS(58.63,",13,,
58.64,PADE USER,"^PS(58.64,",4,,
58.7,PADE SYSTEM SETUP,"^PS(58.7,",9,,
58.71,PADE SEND AREA,"^PS(58.71,",1,,
58.72,PADE OUTBOUND MESSAGES,"^PS(58.72,",18,,
58.8,DRUG ACCOUNTABILITY STATS,"^PSD(58.8,",37,CONTROLLED SUBSTANCES,PSD
58.81,DRUG ACCOUNTABILITY TRANSACTION,"^PSD(58.81,",96,CONTROLLED SUBSTANCES,PSD
58.811,DRUG ACCOUNTABILITY ORDER,"^PSD(58.811,",3,,
58.812,DA UPLOAD,"^PSD(58.812,",4,,
58.82,CS ORDER STATUS,"^PSD(58.82,",1,CONTROLLED SUBSTANCES,PSD
58.83,CS COMPLETION STATUS,"^PSD(58.83,",1,CONTROLLED SUBSTANCES,PSD
58.84,DRUG ACCOUNTABILITY TRANSACTION TYPE,"^PSD(58.84,",1,CONTROLLED SUBSTANCES,PSD
58.85,CS WORKSHEET,"^PSD(58.85,",23,CONTROLLED SUBSTANCES,PSD
58.86,CS DESTRUCTION,"^PSD(58.86,",19,CONTROLLED SUBSTANCES,PSD
58.87,CS CORRECTION LOG,"^PSD(58.87,",15,CONTROLLED SUBSTANCES,PSD
58.88,CS IRL PROGRAM,"^PSD(58.88,",2,CONTROLLED SUBSTANCES,PSD
58.89,CS ERROR LOG,"^PSD(58.89,",7,CONTROLLED SUBSTANCES,PSD
59.0,OUTPATIENT SITE,"^PS(59,",83,PHARMACY,PS
59.1,OUTPATIENT AMIS DATA,"^PS(59.1,",3,OUTPATIENT PHARMACY,PSO
59.12,OUTPATIENT PHARMACY MANAGEMENT DATA,"^PS(59.12,",4,OUTPATIENT PHARMACY,PSO
59.2,WAITING TIME,"^PS(59.2,",2,OUTPATIENT PHARMACY,PSO
59.3,GROUP DISPLAY,"^PS(59.3,",16,OUTPATIENT PHARMACY,PSO
59.4,INPATIENT SITE,"^PS(59.4,",35,UNIT DOSE MEDICATIONS,PSG
59.5,IV ROOM,"^PS(59.5,",33,IV MEDICATIONS,PSIV
59.6,INPATIENT WARD PARAMETERS,"^PS(59.6,",26,INPATIENT MEDICATIONS,PSJ
59.7,PHARMACY SYSTEM,"^PS(59.7,",153,UNIT DOSE MEDICATIONS,PSG
59.73,VENDOR DISABLE/ENABLE,"^PS(59.73,",2,,
59.74,VENDOR INTERFACE DATA,"^PS(59.74,",4,,
59.8,OUTPATIENT CLINIC SORT GROUP,"^PS(59.8,",2,,
59.9,PBM PATIENT DEMOGRAPHICS,^PSUDEM(,2,PHARMACY,PS
60.0,LABORATORY TEST,"^LAB(60,",61,AUTOMATED LAB INSTRUMENTS,LA
61.0,TOPOGRAPHY FIELD,"^LAB(61,",18,LAB SERVICE,LR
61.1,MORPHOLOGY FIELD,"^LAB(61.1,",6,LAB SERVICE,LR
61.2,ETIOLOGY FIELD,"^LAB(61.2,",18,LAB SERVICE,LR
61.3,FUNCTION FIELD,"^LAB(61.3,",11,LAB SERVICE,LR
61.38,MICRO INSTRUMENT SET-UP,"^LAB(61.38,",3,,
61.39,LABORATORY INSTRUMENT CODE,"^LAB(61.39,",5,,
61.4,DISEASE FIELD,"^LAB(61.4,",5,LAB SERVICE,LR
61.5,PROCEDURE FIELD,"^LAB(61.5,",6,LAB SERVICE,LR
61.6,OCCUPATION FIELD,"^LAB(61.6,",5,LAB SERVICE,LR
62.0,COLLECTION SAMPLE,"^LAB(62,",14,LAB SERVICE,LR
62.05,URGENCY,"^LAB(62.05,",8,LAB SERVICE,LR
62.06,ANTIMICROBIAL SUSCEPTIBILITY,"^LAB(62.06,",14,AUTOMATED LAB INSTRUMENTS,LA
62.07,EXECUTE CODE,"^LAB(62.07,",9,LAB SERVICE,LR
62.1,DELTA CHECKS,"^LAB(62.1,",9,LAB SERVICE,LR
62.2,LAB SECTION,"^LAB(62.2,",5,LAB SERVICE,LR
62.3,LAB CONTROL NAME,"^LAB(62.3,",9,LAB SERVICE,LR
62.4,AUTO INSTRUMENT,"^LAB(62.4,",45,AUTOMATED LAB INSTRUMENTS,LA
62.47,LAB CODE MAPPING,"^LAB(62.47,",6,,
62.48,LA7 MESSAGE PARAMETER,"^LAHM(62.48,",13,LAB MESSAGING,LA7
62.485,LA7 MESSAGE LOG BULLETINS,"^LAHM(62.485,",4,LAB MESSAGING,LA7
62.487,FOREIGN INTERFACE,"^LAB(62.487,",2,,
62.49,LA7 MESSAGE QUEUE,"^LAHM(62.49,",35,LAB MESSAGING,LA7
62.5,LAB DESCRIPTIONS,"^LAB(62.5,",7,LAB SERVICE,LR
62.55,AGGLUTINATION STRENGTH,"^LAB(62.55,",2,LAB SERVICE,LR
62.6,ACCESSION TEST GROUP,"^LAB(62.6,",7,LAB SERVICE,LR
62.8,LAB SHIPPING MANIFEST,"^LAHM(62.8,",7,,
62.85,LAB SHIPPING EVENT,"^LAHM(62.85,",8,,
62.9,LAB SHIPPING CONFIGURATION,"^LAHM(62.9,",18,,
62.91,LAB SHIPPING CONTAINER,"^LAHM(62.91,",2,,
62.92,LAB SHIPPING METHOD,"^LAHM(62.92,",1,,
62.93,LAB SHIPPING CONDITIONS,"^LAHM(62.93,",2,,
63.0,LAB DATA,^LR(,97,LAB SERVICE,LR
63.9999,ARCHIVED LR DATA,"^LAR(""Z"",",5,LAB SERVICE,LR
64.0,WKLD CODE,^LAM(,31,LAB SERVICE,LR
64.03,WKLD LOG FILE,"^LRO(64.03,",23,LAB SERVICE,LR
64.036,LAB DSS LAR EXTRACT,"^LAR(64.036,",13,,
64.05,NON WKLD PROCEDURES,"^LAB(64.05,",4,LAB SERVICE,LR
64.061,LAB ELECTRONIC CODES,"^LAB(64.061,",19,,
64.062,LAB ELECTRONIC SUBTYPES,"^LAB(64.062,",3,,
64.1,WKLD DATA,"^LRO(64.1,",4,LAB SERVICE,LR
64.19999,ARCHIVED WKLD DATA,"^LAR(64.19999,",4,LAB SERVICE,LR
64.2,WKLD SUFFIX CODES,"^LAB(64.2,",18,LAB SERVICE,LR
64.21,WKLD CODE LAB SECT,"^LAB(64.21,",4,LAB SERVICE,LR
64.22,WKLD ITEM FOR COUNT,"^LAB(64.22,",2,LAB SERVICE,LR
64.3,WKLD INSTRUMENT MANUFACTURER,"^LAB(64.3,",1,LAB SERVICE,LR
64.5,LAB REPORTS,"^LAB(64.5,",17,LAB SERVICE,LR
64.6,INTERIM REPORTS,"^LAB(64.6,",7,LAB SERVICE,LR
64.7,CUMULATIVE,"^LAC(""LRAC"",",4,LAB SERVICE,LR
64.81,LAB NLT/CPT CODES,"^LAB(64.81,",17,,
64.9178,LSRP AUDIT CONFIG,"^LABAUD(64.9178,",2,,
65.0,BLOOD INVENTORY,"^LRD(65,",71,LAB SERVICE,LR
65.4,BLOOD BANK UTILITY,"^LAB(65.4,",14,LAB SERVICE,LR
65.5,BLOOD DONOR,^LRE(,37,LAB SERVICE,LR
65.9,LAB LETTER,"^LAB(65.9,",23,LAB SERVICE,LR
66.0,BLOOD PRODUCT,"^LAB(66,",40,LAB SERVICE,LR
66.2,BLOOD BANK VALIDATION,"^LAB(66.2,",8,LAB SERVICE,LR
66.3,MASTER LABORATORY TEST,^LRMLTF(,13,,
66.4,LAB MLTF MANAGED ITEMS,"^LAB(66.4,",17,,
66.5,OPERATION (MSBOS),"^LAB(66.5,",3,LAB SERVICE,LR
66.9,BLOOD COMPONENT REQUEST,"^LAB(66.9,",3,LAB SERVICE,LR
67.0,REFERRAL PATIENT,"^LRT(67,",25,LAB SERVICE,LR
67.1,RESEARCH,"^LRT(67.1,",7,LAB SERVICE,LR
67.11,LR LAB LIM FILE,"^LAB(67.11,",2,,
67.2,STERILIZER,"^LRT(67.2,",6,LAB SERVICE,LR
67.3,ENVIRONMENTAL,"^LRT(67.3,",5,LAB SERVICE,LR
67.4,NON PATIENT WORKLOAD,"^LRT(67.4,",1,LAB SERVICE,LR
67.9,LAB MONTHLY WORKLOADS,"^LRO(67.9,",3,LAB SERVICE,LR
67.99999,ARCHIVED LAB MONTHLY WORKLOADS,"^LAR(67.99999,",3,LAB SERVICE,LR
68.0,ACCESSION,"^LRO(68,",36,LAB SERVICE,LR
68.2,LOAD/WORK LIST,"^LRO(68.2,",28,LAB SERVICE,LR
68.4,WORKLIST HEADINGS,"^DIC(68.4,",2,LAB SERVICE,LR
69.0,LAB ORDER ENTRY,"^LRO(69,",3,LAB SERVICE,LR
69.1,COLLECTION LIST,"^LRO(69.1,",3,LAB SERVICE,LR
69.2,LAB SECTION PRINT,"^LRO(69.2,",31,LAB SERVICE,LR
69.4,LAB SEARCH/EXTRACT PROTOCOL,"^LAB(69.4,",6,,
69.5,LAB SEARCH/EXTRACT,"^LAB(69.5,",22,,
69.51,LREPI REMINDER LINK,"^LAB(69.51,",1,,
69.6,LAB PENDING ORDERS ENTRY,"^LRO(69.6,",31,,
69.71,LR CPRS PARAMETERS,"^LAB(69.71,",7,,
69.86,HOWDY SITE FILE,"^LRHY(69.86,",20,,
69.87,HOWDY SPECIMEN TIMES BY UID,"^LRHY(69.87,",7,,
69.9,LABORATORY SITE,"^LAB(69.9,",92,AUTOMATED LAB INSTRUMENTS,LA
69.91,LR ROUTINE INTEGRITY CHECKER,"^LAB(69.91,",7,AUTOMATED LAB INSTRUMENTS,LA
70.0,RAD/NUC MED PATIENT,^RADPT(,12,RADIOLOGY/NUCLEAR MEDICINE,RA
70.2,NUC MED EXAM DATA,^RADPTN(,4,,
70.3,RADIATION ABSORBED DOSE,^RAD(,8,,
71.0,RAD/NUC MED PROCEDURES,"^RAMIS(71,",38,RADIOLOGY/NUCLEAR MEDICINE,RA
71.1,MAJOR RAD/NUC MED AMIS CODES,"^RAMIS(71.1,",3,RADIOLOGY/NUCLEAR MEDICINE,RA
71.11,NEW RAD PROCEDURE WORKUP,"^RAMRPF(71.11,",31,,
71.1235,RADIOLOGY PROCEDURE MAP TO CC CONSULT,"^RA(71.1235,",4,,
71.2,PROCEDURE MODIFIERS,"^RAMIS(71.2,",3,RADIOLOGY/NUCLEAR MEDICINE,RA
71.3,RAD/NUC MED COMMON PROCEDURE,"^RAMIS(71.3,",11,RADIOLOGY/NUCLEAR MEDICINE,RA
71.4,RAD/NUC MED PROCEDURE MESSAGE,"^RAMIS(71.4,",1,RADIOLOGY/NUCLEAR MEDICINE,RA
71.5,IMAGING STOP CODES,"^RAMIS(71.5,",1,,
71.6,ROUTE OF ADMINISTRATION,"^RAMIS(71.6,",4,,
71.7,SITE OF ADMINISTRATION,"^RAMIS(71.7,",2,,
71.8,RADIOPHARMACEUTICAL SOURCE,"^RAMIS(71.8,",1,,
71.9,RADIOPHARMACEUTICAL LOT,"^RAMIS(71.9,",6,,
71.98,MASTER RADIOLOGY SITE,"^RAMRPF(71.98,",14,,
71.99,MASTER RADIOLOGY PROCEDURE,"^RAMRPF(71.99,",10,,
72.0,EXAMINATION STATUS,"^RA(72,",61,RADIOLOGY/NUCLEAR MEDICINE,RA
73.1,RAD MODALITY DEFINED TERMS,"^RAMIS(73.1,",4,,
73.2,RADIOLOGY CPT BY PROCEDURE TYPE,"^RA(73.2,",8,,
74.0,RAD/NUC MED REPORTS,^RARPT(,48,RADIOLOGY/NUCLEAR MEDICINE,RA
74.1,STANDARD REPORTS,"^RA(74.1,",4,RADIOLOGY/NUCLEAR MEDICINE,RA
74.2,REPORT BATCHES,"^RABTCH(74.2,",5,RADIOLOGY/NUCLEAR MEDICINE,RA
74.3,REPORT DISTRIBUTION QUEUE,"^RABTCH(74.3,",5,RADIOLOGY/NUCLEAR MEDICINE,RA
74.4,REPORT DISTRIBUTION,"^RABTCH(74.4,",8,RADIOLOGY/NUCLEAR MEDICINE,RA
75.1,RAD/NUC MED ORDERS,"^RAO(75.1,",46,RADIOLOGY/NUCLEAR MEDICINE,RA
75.2,RAD/NUC MED REASON,"^RA(75.2,",6,RADIOLOGY/NUCLEAR MEDICINE,RA
75.3,COMMUNITY CARE JUSTIFICATIONS,"^RA(75.3,",2,,
78.1,COMPLICATION TYPES,"^RA(78.1,",2,RADIOLOGY/NUCLEAR MEDICINE,RA
78.2,LBL/HDR/FTR FORMATS,"^RA(78.2,",4,RADIOLOGY/NUCLEAR MEDICINE,RA
78.3,DIAGNOSTIC CODES,"^RA(78.3,",8,RADIOLOGY/NUCLEAR MEDICINE,RA
78.4,FILM SIZES,"^RA(78.4,",6,RADIOLOGY/NUCLEAR MEDICINE,RA
78.6,CAMERA/EQUIP/RM,"^RA(78.6,",2,RADIOLOGY/NUCLEAR MEDICINE,RA
78.7,LABEL PRINT FIELDS,"^RA(78.7,",7,RADIOLOGY/NUCLEAR MEDICINE,RA
79.0,RAD/NUC MED DIVISION,"^RA(79,",32,RADIOLOGY/NUCLEAR MEDICINE,RA
79.1,IMAGING LOCATIONS,"^RA(79.1,",40,RADIOLOGY/NUCLEAR MEDICINE,RA
79.2,IMAGING TYPE,"^RA(79.2,",16,RADIOLOGY/NUCLEAR MEDICINE,RA
79.3,HL7 MESSAGE EXCEPTIONS,"^RA(79.3,",8,,
79.7,RAD/NUC MED HL7 APPLICATION EXCEPTION,"^RA(79.7,",10,,
80.0,ICD DIAGNOSIS,^ICD9(,24,DRG GROUPER,ICD
80.1,ICD OPERATION/PROCEDURE,^ICD0(,13,DRG GROUPER,ICD
80.2,DRG,^ICD(,23,DRG GROUPER,ICD
80.3,MAJOR DIAGNOSTIC CATEGORY,^ICM(,3,PTF/DRG,IC
80.4,ICD CODING SYSTEMS,^ICDS(,5,,
80.5,DRG SURGICAL HIERARCHY,^ICDRS(,2,,
80.6,DRG HAC,^ICDHAC(,4,,
80.7,TEMPORARY DIAGNOSES,"^ICDYZ(80.7,",23,,
80.8,TEMPORARY PROCEDURES,"^ICDYZ(80.8,",17,,
80.9,TEMPORARY DRG FILE,"^ICDYZ(80.9,",18,,
81.0,CPT,^ICPT(,14,REGISTRATION,DG
81.1,CPT CATEGORY,^,7,REGISTRATION,DG
81.2,CPT COPYRIGHT,"^DIC(81.2,",3,REGISTRATION,DG
81.3,CPT MODIFIER,^,12,CPT/AMB PROCEDURE UPDATE,DGYA
82.0,DRG DIAGNOSIS IDENTIFIER CODES,^ICDID(,2,,
82.1,DRG PROCEDURE IDENTIFIER CODES,^ICDIP(,2,,
82.11,DRG PROCEDURE CODE COMBINATIONS,^ICDIDP(,2,,
82.12,DRG DIAGNOSIS CODE COMBINATIONS,^ICDIDD(,2,,
82.13,DRG CC EXCLUSIONS,^ICDCCEX(,2,,
83.0,DRG MDC CATEGORY,"^ICDD(83,",6,,
83.1,DRG MDC CATEGORY DRG,"^ICDD(83.1,",11,,
83.11,DRG MDC CATEGORY DRG ORDER,"^ICDD(83.11,",3,,
83.2,DRG MDC CATEGORY CASE,"^ICDD(83.2,",2,,
83.3,DRG MDC CATEGORY CODE SETS,"^ICDD(83.3,",8,,
83.5,DRG DIAGNOSIS,"^ICDD(83.5,",4,,
83.51,DRG PDX EXCLUSION GROUPS,"^ICDD(83.51,",4,,
83.6,DRG PROCEDURE,"^ICDD(83.6,",4,,
83.61,DRG PROCEDURE GROUPS,"^ICDD(83.61,",5,,
83.7,DRG HAC GROUPS,"^ICDD(83.7,",2,,
83.71,DRG HAC CODE SETS,"^ICDD(83.71,",5,,
90.0,MEDICAL RECORD,^MR(,23,MENTAL HEALTH,YS
95.0,LAB JOURNAL,"^LAB(95,",6,LAB SERVICE,LR
95.11,LAB ARCHIVAL ACTIVITY,"^LAB(95.11,",21,,
95.3,LAB LOINC,"^LAB(95.3,",48,,
95.31,LAB LOINC COMPONENT,"^LAB(95.31,",4,,
95.4,LAB MAPPING TRANSPORT,"^LAHM(95.4,",7,,
99.0,PT. TEXT,^PTX(,7,MENTAL HEALTH,YS
100.0,ORDER,"^OR(100,",70,ORDER ENTRY/RESULTS REPORTING,OR
100.01,ORDER STATUS,"^ORD(100.01,",8,ORDER ENTRY/RESULTS REPORTING,OR
100.02,NATURE OF ORDER,"^ORD(100.02,",16,,
100.03,ORDER REASON,"^ORD(100.03,",7,,
100.04,ORDER CHECK OVERRIDE REASONS,"^ORD(100.04,",4,,
100.05,ORDER CHECK INSTANCES,"^ORD(100.05,",26,,
100.1,ORDER STATISTICS,"^OR(100.1,",3,ORDER ENTRY/RESULTS REPORTING,OR
100.2,OE/RR PATIENT EVENT,"^ORE(100.2,",14,ORDER ENTRY/RESULTS REPORTING,OR
100.21,OE/RR LIST,"^OR(100.21,",13,ORDER ENTRY/RESULTS REPORTING,OR
100.22,OE/RR PRINT FIELDS,"^ORD(100.22,",10,ORDER ENTRY/RESULTS REPORTING,OR
100.23,OE/RR PRINT FORMATS,"^ORD(100.23,",10,ORDER ENTRY/RESULTS REPORTING,OR
100.24,OE/RR PT SEL COMBO,"^OR(100.24,",2,,
100.3,CANCELLED ORDERS AND ORDER CHECKS,"^OR(100.3,",11,,
100.4,OE/RR ERRORS,"^ORYX(""ORERR"",",6,ORDER ENTRY/RESULTS REPORTING,OR
100.5,OE/RR RELEASE EVENTS,"^ORD(100.5,",17,ORDER ENTRY/RESULTS REPORTING,OR
100.6,OE/RR AUTO-DC RULES,"^ORD(100.6,",16,ORDER ENTRY/RESULTS REPORTING,OR
100.7,OE/RR EPCS PARAMETERS,"^ORD(100.7,",3,,
100.8,ORDER CHECKS,"^ORD(100.8,",2,,
100.9,OE/RR NOTIFICATIONS,"^ORD(100.9,",18,ORDER ENTRY/RESULTS REPORTING,OR
100.95,QUICK ORDER AUDIT,"^OR(100.95,",12,,
100.953,QUICK ORDER DIVISION GROUPS,"^OR(100.953,",2,,
100.97,SCHEDULED ALERTS,"^OR(100.97,",9,,
100.98,DISPLAY GROUP,"^ORD(100.98,",6,ORDER ENTRY/RESULTS REPORTING,OR
100.99,ORDER PARAMETERS,"^ORD(100.99,",58,ORDER ENTRY/RESULTS REPORTING,OR
101.0,PROTOCOL,"^ORD(101,",62,ORDER ENTRY/RESULTS REPORTING,OR
101.11,XQOR WORD PROCESSING,"^XUTL(""XQORW"",",3,ORDER ENTRY/RESULTS REPORTING,OR
101.13,OR CPRS TABS,"^ORD(101.13,",2,,
101.15,OE/RR COM OBJECTS,"^ORD(101.15,",5,,
101.22,OTP MEDICATION DISPENSE,"^ORD(101.22,",2,,
101.24,OE/RR REPORT,"^ORD(101.24,",43,,
101.3,ORDER EXECUTE CODES,"^ORD(101.3,",5,ORDER ENTRY/RESULTS REPORTING,OR
101.41,ORDER DIALOG,"^ORD(101.41,",30,,
101.42,ORDER URGENCY,"^ORD(101.42,",3,,
101.43,ORDERABLE ITEMS,"^ORD(101.43,",39,,
101.44,ORDER QUICK VIEW,"^ORD(101.44,",4,,
101.45,AP DIALOG CONFIG,"^ORD(101.45,",10,,
101.51,ORDER EPCS AUDIT,"^ORD(101.51,",2,,
101.52,ORDER DEA ARCHIVE INFO,"^ORPA(101.52,",31,,
101.62,PDMP QUERY LOG,"^ORD(101.62,",2,,
102.21,CPRS QUERY DEFINITION,"^ORD(102.21,",9,,
102.22,CPRS QUERY CONSTRAINT,"^ORD(102.22,",2,,
102.23,CPRS QUERY EDIT CONTROL,"^ORD(102.23,",2,,
102.24,CPRS QUERY DISPLAY FIELDS,"^ORD(102.24,",5,,
102.3,PATIENT TASK,"^ORRT(102.3,",11,,
102.4,ORDER ACKNOWLEDGEMENT,"^ORA(102.4,",3,,
102.91,ORR PARAMETER CATEGORY,"^ORR(102.91,",9,,
103.0,ORAM FLOWSHEET,"^ORAM(103,",31,,
104.0,MDRO SITE PARAMETERS,"^MMRS(104,",7,,
104.1,MDRO TOOLS LAB SEARCH/EXTRACT,"^MMRS(104.1,",8,,
104.2,MDRO TYPES,"^MMRS(104.2,",4,,
104.3,MDRO WARD MAPPINGS,"^MMRS(104.3,",5,,
105.0,MICOM LOADER,"^%ZIS(""Z"",105,",4,KERNEL,XU
106.0,MICOM CONTENTION DEVICES,"^%ZIS(""Z"",106,",4,KERNEL,XU
107.0,MICOM STATISTICS,"^%ZISL(107,",7,KERNEL,XU
107.1,MICOM ACTION TYPES,"^%ZISL(107.1,",2,KERNEL,XU
107.2,MICOM LINE ASSIGNMENTS,"^%ZISL(107.2,",3,KERNEL,XU
107.3,MICOM PORT ASSIGNMENTS,"^%ZISL(107.3,",4,KERNEL,XU
108.0,MICOM SITE PARAMETERS,"^%ZIS(""Z"",108,",10,KERNEL,XU
111.0,DIETS,"^FH(111,",9,DIETETICS,FH
111.1,DIET PATTERNS,"^FH(111.1,",16,DIETETICS,FH
112.0,FOOD NUTRIENTS,^FHNU(,76,DIETETICS,FH
112.2,DRI VALUES,"^FH(112.2,",28,DIETETICS,FH
112.6,USER MENU,^FHUM(,6,DIETETICS,FH
113.0,INGREDIENT,^FHING(,23,DIETETICS,FH
113.1,STORAGE LOCATION,"^FH(113.1,",4,DIETETICS,FH
113.2,FH VENDOR,"^FH(113.2,",8,DIETETICS,FH
114.0,RECIPE,"^FH(114,",19,DIETETICS,FH
114.1,RECIPE CATEGORY,"^FH(114.1,",4,DIETETICS,FH
114.2,PREPARATION AREA,"^FH(114.2,",4,DIETETICS,FH
114.3,SERVING UTENSIL,"^FH(114.3,",2,DIETETICS,FH
114.4,EQUIPMENT,"^FH(114.4,",2,DIETETICS,FH
115.0,NUTRITION PERSON,^FHPT(,16,DIETETICS,FH
115.2,FOOD PREFERENCES,"^FH(115.2,",10,DIETETICS,FH
115.3,NUTRITION CLASSIFICATION,"^FH(115.3,",3,DIETETICS,FH
115.4,NUTRITION STATUS,"^FH(115.4,",4,DIETETICS,FH
115.5,DIETETIC NUTRITION PLAN,"^FH(115.5,",2,DIETETICS,FH
115.6,ENCOUNTER TYPES,"^FH(115.6,",11,DIETETICS,FH
115.7,DIETETIC ENCOUNTERS,^FHEN(,16,DIETETICS,FH
116.0,MENU CYCLE,"^FH(116,",4,DIETETICS,FH
116.1,MEAL,"^FH(116.1,",3,DIETETICS,FH
116.2,PRODUCTION DIET,"^FH(116.2,",9,DIETETICS,FH
116.3,HOLIDAY MEALS,"^FH(116.3,",5,DIETETICS,FH
117.0,MEALS SERVED,"^FH(117,",35,DIETETICS,FH
117.024,FHQUE QUEUED REPORTS/LABELS,"^FH(117.024,",8,,
117.0241,FHQUE REPORT DAYS,"^FH(117.0241,",2,,
117.0243,FHQUE AVAILABLE OPTIONS,"^FH(117.0243,",5,,
117.1,STAFFING DATA,"^FH(117.1,",21,DIETETICS,FH
117.2,DIETETIC COST OF MEALS,"^FH(117.2,",25,DIETETICS,FH
117.3,ANNUAL REPORT,"^FH(117.3,",67,DIETETICS,FH
117.4,DIETETIC REPORT CATEGORIES,"^FH(117.4,",4,DIETETICS,FH
118.0,SUPPLEMENTAL FEEDINGS,"^FH(118,",8,DIETETICS,FH
118.1,SUPPLEMENTAL FEEDING MENU,"^FH(118.1,",28,DIETETICS,FH
118.2,TUBEFEEDING,"^FH(118.2,",8,DIETETICS,FH
118.3,STANDING ORDERS,"^FH(118.3,",3,DIETETICS,FH
119.0,DIETITIAN TICKLER FILE,"^FH(119,",2,DIETETICS,FH
119.1,UNITS,"^FH(119.1,",1,DIETETICS,FH
119.4,ISOLATION/PRECAUTION TYPE,"^FH(119.4,",4,DIETETICS,FH
119.5,DIETETIC CONSULTS,"^FH(119.5,",7,DIETETICS,FH
119.6,NUTRITION LOCATION,"^FH(119.6,",39,DIETETICS,FH
119.71,PRODUCTION FACILITY,"^FH(119.71,",7,DIETETICS,FH
119.72,SERVICE POINT,"^FH(119.72,",8,DIETETICS,FH
119.73,COMMUNICATION OFFICE,"^FH(119.73,",33,DIETETICS,FH
119.74,SUPPLEMENTAL FEEDING SITE,"^FH(119.74,",6,DIETETICS,FH
119.8,NUTRITION EVENTS,"^FH(119.8,",9,DIETETICS,FH
119.9,FH SITE PARAMETERS,"^FH(119.9,",62,DIETETICS,FH
120.5,GMRV VITAL MEASUREMENT,"^GMR(120.5,",12,NURSING FIXES,NURX
120.51,GMRV VITAL TYPE,"^GMRD(120.51,",10,ZZVITALS,ZZRV
120.52,GMRV VITAL QUALIFIER,"^GMRD(120.52,",7,ZZVITALS,ZZRV
120.53,GMRV VITAL CATEGORY,"^GMRD(120.53,",6,ZZVITALS,ZZRV
120.55,GMRV ORDERS,"^GMR(120.55,",5,ZZVITALS,ZZRV
120.57,GMRV VITALS PARAMETERS,"^GMRD(120.57,",22,ZZVITALS,ZZRV
120.8,PATIENT ALLERGIES,"^GMR(120.8,",24,ADVERSE REACTION TRACKING,GMRA
120.82,GMR ALLERGIES,"^GMRD(120.82,",10,ADVERSE REACTION TRACKING,GMRA
120.83,SIGN/SYMPTOMS,"^GMRD(120.83,",7,ADVERSE REACTION TRACKING,GMRA
120.84,GMR ALLERGY SITE PARAMETERS,"^GMRD(120.84,",30,ADVERSE REACTION TRACKING,GMRA
120.85,ADVERSE REACTION REPORTING,"^GMR(120.85,",62,ADVERSE REACTION TRACKING,GMRA
120.86,ADVERSE REACTION ASSESSMENT,"^GMR(120.86,",4,,
120.87,GMRA DOCUMENT,"^GMRD(120.87,",2,,
120.88,REMOTE ALLERGY COMMENT,"^GMR(120.88,",5,,
123.0,REQUEST/CONSULTATION,"^GMR(123,",49,SUPPLY,SU
123.033,GMRC CONSULT MAPPING,"^GMR(123.033,",12,,
123.1,REQUEST ACTION TYPES,"^GMR(123.1,",8,CONSULT/REQUEST TRACKING,GMRC
123.3,GMRC PROCEDURE,"^GMR(123.3,",17,,
123.5,REQUEST SERVICES,"^GMR(123.5,",47,CONSULT/REQUEST TRACKING,GMRC
123.6,IFC MESSAGE LOG,"^GMR(123.6,",8,,
123.7,IFC REASON FOR REQUEST MAPPING,"^GMR(123.7,",2,,
123.9,CONSULTS PARAMETERS FILE,"^GMR(123.9,",7,,
124.1,GMRG PARAMETERS,"^GMRD(124.1,",3,GEN. MED. REC. - GENERATOR,GMRG
124.2,AGGREGATE TERM,"^GMRD(124.2,",18,SUPPLY,SU
124.25,TERM CLASSIFICATION,"^GMRD(124.25,",7,GEN. MED. REC. - GENERATOR,GMRG
124.3,GMR TEXT,"^GMR(124.3,",9,GEN. MED. REC. - GENERATOR,GMRG
125.0,PROBLEM SELECTION LIST,"^GMPL(125,",5,PROBLEM LIST,GMPL
125.1,PROBLEM SELECTION LIST CONTENTS,"^GMPL(125.1,",5,PROBLEM LIST,GMPL
125.11,PROBLEM SELECTION CATEGORY,"^GMPL(125.11,",4,PROBLEM LIST,GMPL
125.12,PROBLEM SELECTION CATEGORY CONTENTS,"^GMPL(125.12,",7,PROBLEM LIST,GMPL
125.8,PROBLEM LIST AUDIT,"^GMPL(125.8,",9,PROBLEM LIST,GMPL
125.99,PROBLEM LIST SITE PARAMETERS,"^GMPL(125.99,",7,PROBLEM LIST,GMPL
126.0,GMRY PATIENT I/O FILE,"^GMR(126,",5,SUPPLY,SU
126.56,GMRY INPUT TYPE,"^GMRD(126.56,",2,GEN. MED. REC. - I/O,GMRY
126.58,GMRY OUTPUT TYPE,"^GMRD(126.58,",2,GEN. MED. REC. - I/O,GMRY
