file_number,label,global_root,field_count,package_name,package_prefix
0.11,INDEX,"^DD(""IX"",",21,,
0.2,DESTINATION,"^DIC(.2,",1,,
0.31,KEY,"^DD(""KEY"",",5,,
0.4,PRINT TEMPLATE,^DIPT(,25,,
0.401,SORT TEMPLATE,^DIBT(,24,,
0.402,INPUT TEMPLATE,^DIE(,14,,
0.403,FORM,"^DIST(.403,",19,,
0.404,BLOCK,"^DIST(.404,",7,,
0.44,FOREIGN FORMAT,"^DIST(.44,",19,,
0.46,IMPORT TEMPLATE,"^DIST(.46,",9,,
0.5,FUNCTION,"^DD(""FUNC"",",6,,
0.6,DD AUDIT,^DDA(,12,,
0.7,MUMPS OPERATING SYSTEM,"^DD(""OS"",",27,,
0.81,DATA TYPE,"^DI(.81,",10,,
0.83,COMPILED ROUTINE,"^DI(.83,",2,,
0.84,DIALOG,"^DI(.84,",11,,
0.85,LANGUAGE,"^DI(.85,",20,,
0.86,DATA TYPE PROPERTY,"^DI(.86,",7,,
0.87,DATA TYPE METHOD,"^DI(.87,",4,,
0.9,META DATA DICTIONARY,^DDD(,10,,
1.0,FILE,^DIC(,25,,
1.1,AUDIT,^DIA(,19,,
1.11,ARCHIVAL ACTIVITY,"^DIAR(1.11,",24,,
1.12,FILEGRAM HISTORY,"^DIAR(1.12,",7,,
1.13,FILEGRAM ERROR LOG,"^DIAR(1.13,",4,,
1.2,ALTERNATE EDITOR,"^DIST(1.2,",5,,
1.5,ENTITY,^DDE(,33,,
1.521,SQLI_SCHEMA,"^DMSQ(""S"",",3,,
1.52101,SQLI_KEY_WORD,"^DMSQ(""K"",",1,,
1.5211,SQLI_DATA_TYPE,"^DMSQ(""DT"",",4,,
1.5212,SQLI_DOMAIN,"^DMSQ(""DM"",",12,,
1.5213,SQLI_KEY_FORMAT,"^DMSQ(""KF"",",5,,
1.5214,SQLI_OUTPUT_FORMAT,"^DMSQ(""OF"",",5,,
1.5215,SQLI_TABLE,"^DMSQ(""T"",",9,,
1.5216,SQLI_TABLE_ELEMENT,"^DMSQ(""E"",",5,,
1.5217,SQLI_COLUMN,"^DMSQ(""C"",",17,,
1.5218,SQLI_PRIMARY_KEY,"^DMSQ(""P"",",8,,
1.5219,SQLI_FOREIGN_KEY,"^DMSQ(""F"",",3,,
1.52191,SQLI_ERROR_TEXT,"^DMSQ(""ET"",",1,,
1.52192,SQLI_ERROR_LOG,"^DMSQ(""EX"",",5,,
1.6,POLICY,"^DIAC(1.6,",18,,
1.61,APPLICATION ACTION,"^DIAC(1.61,",8,,
1.62,POLICY FUNCTION,"^DIAC(1.62,",7,,
1.71,WORLD TIMEZONES,"^DIT(1.71,",2,,
1.72,WORLD DAYLIGHT SAVINGS,"^DIT(1.72,",4,,
2.0,PATIENT,^DPT(,594,PATIENT FILE,DPT
3.05,FAILED ACCESS ATTEMPTS LOG,"^%ZUA(3.05,",10,KERNEL,XU
3.07,PROGRAMMER MODE LOG,"^%ZUA(3.07,",6,KERNEL,XU
3.075,ERROR LOG,"^%ZTER(1,",3,KERNEL,XU
3.076,ERROR MESSAGES,"^%ZTER(2,",8,KERNEL,XU
3.077,ERROR TRAP SUMMARY,"^%ZTER(3.077,",14,,
3.081,SIGN-ON LOG,"^XUSEC(0,",27,KERNEL,XU
3.083,LOCKED IP or DEVICE,"^XUSEC(3,",2,,
3.084,FAILED SIGNON ATTEMPTS,"^XUSEC(4,",3,,
3.1,TITLE,"^DIC(3.1,",1,KERNEL,XU
3.2,TERMINAL TYPE,"^%ZIS(2,",156,KERNEL,XU
3.22,DA RETURN CODES,"^%ZIS(3.22,",3,KERNEL,XU
3.23,LINE/PORT ADDRESS,"^%ZIS(3.23,",4,,
3.4,COMMUNICATIONS PROTOCOL,"^DIC(3.4,",6,MAILMAN,XM
3.5,DEVICE,"^%ZIS(1,",74,KERNEL,XU
3.51,SPOOL DOCUMENT,"^XMB(3.51,",13,KERNEL,XU
3.519,SPOOL DATA,"^XMBS(3.519,",2,KERNEL,XU
3.52,PRINT QUEUE JOB,"^%ZIS(3.52,",21,,
3.54,RESOURCE,"^%ZISL(3.54,",3,KERNEL,XU
3.6,BULLETIN,"^XMB(3.6,",8,MAILMAN,XM
3.7,MAILBOX,"^XMB(3.7,",39,MAILMAN,XM
3.73,MESSAGES TO BE NEW AT A LATER DATE,"^XMB(3.73,",3,MAILMAN,XM
3.8,MAIL GROUP,"^XMB(3.8,",16,MAILMAN,XM
3.816,DISTRIBUTION LIST,"^XMB(3.816,",2,MAILMAN,XM
3.9,MESSAGE,"^XMB(3.9,",25,MAILMAN,XM
4.0,INSTITUTION,"^DIC(4,",42,KERNEL,XU
4.001,MASTER FILE PARAMETERS,"^DIC(4.001,",30,,
4.005,MD5 Signature,"^DIC(4.005,",9,,
4.009,STANDARD TERMINOLOGY VERSION FILE,"^DIC(4.009,",5,,
4.05,INSTITUTION ASSOCIATION TYPES,"^DIC(4.05,",2,,
4.1,FACILITY TYPE,"^DIC(4.1,",4,KERNEL,XU
4.11,AGENCY,"^DIC(4.11,",2,KERNEL,XU
4.2,DOMAIN,"^DIC(4.2,",25,MAILMAN,XM
4.281,INTER-UCI TRANSFER,"^%ZISL(4.281,",3,MAILMAN,XM
4.2995,MAILMAN OUTSTANDING FTP TRANSACTIONS,"^XMBX(4.2995,",12,MAILMAN,XM
4.2996,INTERNET SUFFIX,"^DIC(4.2996,",3,MAILMAN,XM
4.2997,REMOTE USER DIRECTORY,"^XMD(4.2997,",12,MAILMAN,XM
4.2998,MESSAGE DELIVERY STATS,"^XMBX(4.2998,",80,MAILMAN,XM
4.2999,MESSAGE STATISTICS,"^XMBS(4.2999,",20,MAILMAN,XM
4.3,MAILMAN SITE PARAMETERS,"^XMB(1,",68,MAILMAN,XM
4.4,MAILMAN TIME ZONE,"^XMB(4.4,",3,MAILMAN,XM
4.5,NETWORK TRANSACTION,"^XMB(4.5,",7,MAILMAN,XM
4.501,NETWORK SENDERS REJECTED,"^XMBX(4.501,",2,MAILMAN,XM
4.6,TRANSMISSION SCRIPT,"^XMB(4.6,",3,MAILMAN,XM
5.0,STATE,"^DIC(5,",8,PATIENT FILE,DPT
5.1,COUNTY,"^VIC(5.1,",6,ONCOLOGY,ONC
5.11,ZIP CODE,"^VIC(5.11,",4,ONCOLOGY,ONC
5.12,POSTAL CODE,"^XIP(5.12,",9,,
5.13,COUNTY CODE,"^XIP(5.13,",6,,
6.666,KERNEL PKI LOGS,"^XULOGS(6.666,",14,,
7.0,PROVIDER CLASS,"^DIC(7,",2,,
7.1,SPECIALITY,"^DIC(7.1,",3,,
8.0,ELIGIBILITY CODE,"^DIC(8,",13,REGISTRATION,DG
8.1,MAS ELIGIBILITY CODE,"^DIC(8.1,",8,REGISTRATION,DG
8.2,IDENTIFICATION FORMAT,"^DIC(8.2,",9,REGISTRATION,DG
9.2,HELP FRAME,"^DIC(9.2,",13,KERNEL,XU
9.4,PACKAGE,"^DIC(9.4,",31,KERNEL,XU
9.6,BUILD,"^XPD(9.6,",35,KIDS,XPD
9.7,INSTALL,"^XPD(9.7,",27,KIDS,XPD
9.8,ROUTINE,"^DIC(9.8,",25,KERNEL,XU
9.9,PATCH MONITOR,"^XPD(9.9,",14,,
9.95,PATCH MONITOR PARAMETER,"^XPD(9.95,",5,,
10.0,RACE,"^DIC(10,",9,REGISTRATION,DG
10.2,ETHNICITY,"^DIC(10.2,",8,,
10.3,RACE AND ETHNICITY COLLECTION METHOD,"^DIC(10.3,",4,,
10.99,RACE MASTER,"^DGRAM(10.99,",7,,
11.0,MARITAL STATUS,"^DIC(11,",4,REGISTRATION,DG
11.99,MASTER MARITAL STATUS,"^DGMMS(11.99,",7,,
12.0,OCCUPATION,"^DIC(12,",3,,
12.11,PATIENT CONTACT RELATION,"^DG(12.11,",3,,
12.12,TELEPHONE COUNTRY CODE,"^DG(12.12,",3,,
13.0,RELIGION,"^DIC(13,",6,REGISTRATION,DG
13.99,MASTER RELIGION,"^DGMR(13.99,",7,,
14.4,TASKS,^%ZTSK(,49,,
14.5,VOLUME SET,"^%ZIS(14.5,",12,KERNEL,XU
14.6,UCI ASSOCIATION,"^%ZIS(14.6,",7,KERNEL,XU
14.7,TASKMAN SITE PARAMETERS,"^%ZIS(14.7,",17,KERNEL,XU
14.71,TASKMAN MONITOR,"^%ZIS(14.71,",27,,
14.72,TASKMAN SNAPSHOT,"^%ZIS(14.72,",18,,
14.8,TASK SYNC FLAG,"^%ZISL(14.8,",2,,
15.0,DUPLICATE RECORD,"^VA(15,",33,KERNEL,XU
15.1,DUPLICATE RESOLUTION,"^VA(15.1,",34,KERNEL,XU
15.2,XDR MERGE PROCESS,"^VA(15.2,",11,,
15.3,XDR REPOINTED ENTRY,"^VA(15.3,",2,,
15.4,MERGE IMAGES,^XDRM(,6,,
17.9001,M-UNIT TEST GROUP,"^%ut(17.9001,",3,,
18.01,FOUNDATIONS SITE PARAMETERS,"^XOB(18.01,",7,,
18.02,WEB SERVICE,"^XOB(18.02,",7,,
18.03,VISTALINK LISTENER CONFIGURATION,"^XOB(18.03,",2,,
18.04,VISTALINK LISTENER STARTUP LOG,"^XOB(18.04,",6,,
18.05,VISTALINK MESSAGE TYPE,"^XOB(18.05,",7,,
18.12,WEB SERVER,"^XOB(18.12,",14,,
18.13,WEB SERVER LOOKUP KEY,"^XOB(18.13,",3,,
19.0,OPTION,"^DIC(19,",106,MENU DRIVER,XQ
19.081,AUDIT LOG FOR OPTIONS,"^XUSEC(19,",11,KERNEL,XU
19.1,SECURITY KEY,"^DIC(19.1,",9,MENU DRIVER,XQ
19.2,OPTION SCHEDULING,"^DIC(19.2,",12,,
19.8,MENUMAN QUICK HELP,"^DIC(19.8,",2,,
20.0,NAME COMPONENTS,"^VA(20,",11,,
20.11,EDUCATION,"^DIC(20.11,",2,,
21.0,PERIOD OF SERVICE,"^DIC(21,",12,REGISTRATION,DG
22.0,POW PERIOD,"^DIC(22,",5,REGISTRATION,DG
23.0,BRANCH OF SERVICE,"^DIC(23,",3,REGISTRATION,DG
24.0,NON-VETERAN CLASS,"^DIC(24,",4,,
25.0,TYPE OF DISCHARGE,"^DIC(25,",3,REGISTRATION,DG
25.11,HEALTH BENEFIT PLAN,"^DGHBP(25.11,",6,,
26.0,SEPARATION REASON,"^DIC(26,",2,,
26.11,PRF LOCAL FLAG,"^DGPF(26.11,",9,,
26.12,PRF LOCAL FLAG HISTORY,"^DGPF(26.12,",5,,
26.13,PRF ASSIGNMENT,"^DGPF(26.13,",9,,
26.14,PRF ASSIGNMENT HISTORY,"^DGPF(26.14,",10,,
26.15,PRF NATIONAL FLAG,"^DGPF(26.15,",9,,
26.16,PRF TYPE,"^DGPF(26.16,",1,,
26.17,PRF HL7 TRANSMISSION LOG,"^DGPF(26.17,",7,,
26.18,PRF PARAMETERS,"^DGPF(26.18,",7,,
26.19,PRF HL7 QUERY LOG,"^DGPF(26.19,",7,,
26.21,PRF HL7 EVENT,"^DGPF(26.21,",3,,
26.22,PRF HL7 REQUEST LOG,"^DGPF(26.22,",13,,
27.11,PATIENT ENROLLMENT,"^DGEN(27.11,",51,,
27.12,ENROLLMENT QUERY LOG,"^DGEN(27.12,",9,,
27.14,ENROLLMENT/ELIGIBILITY UPLOAD AUDIT,"^DGENA(27.14,",4,,
27.15,ENROLLMENT STATUS,"^DGEN(27.15,",5,,
27.16,ENROLLMENT GROUP THRESHOLD,"^DGEN(27.16,",9,,
27.17,CATASTROPHIC DISABILITY REASONS,"^DGEN(27.17,",10,,
27.18,PENSION AWARD REASONS,"^DG(27.18,",2,,
28.11,NOSE AND THROAT RADIUM HISTORY,"^DGNT(28.11,",19,,
29.11,MST HISTORY,"^DGMS(29.11,",6,,
30.0,DISPOSITION LATE REASON,"^DIC(30,",4,REGISTRATION,DG
31.0,DISABILITY CONDITION,"^DIC(31,",7,SCHEDULING,SD
33.0,OTH ELIGIBILITY PATIENT,"^DGOTH(33,",11,,
33.1,PRESUMPTIVE PSYCHOSIS CATEGORY CHANGES,"^DGPP(33.1,",2,,
33.3,COMPACT ACT TRANSACTION LOG,"^DGCOMP(33.3,",5,,
34.0,CONTRACT/SHARING AGREEMENTS,"^DIC(34,",3,RADIOLOGY/NUCLEAR MEDICINE,RA
35.0,OTHER FEDERAL AGENCY,"^DIC(35,",4,REGISTRATION,DG
35.1,SHARING AGREEMENT CATEGORY,"^DG(35.1,",3,,
35.2,SHARING AGREEMENT SUB-CATEGORY,"^DG(35.2,",1,,
36.0,INSURANCE COMPANY,"^DIC(36,",141,REGISTRATION,DG
37.0,DISPOSITION,"^DIC(37,",12,REGISTRATION,DG
38.1,DG SECURITY LOG,"^DGSL(38.1,",6,REGISTRATION,DG
38.5,INCONSISTENT DATA,"^DGIN(38.5,",7,REGISTRATION,DG
38.6,INCONSISTENT DATA ELEMENTS,"^DGIN(38.6,",8,REGISTRATION,DG
39.1,EMBOSSED CARD TYPE,"^DIC(39.1,",9,REGISTRATION,DG
39.2,EMBOSSING DATA,"^DIC(39.2,",2,REGISTRATION,DG
39.3,EMBOSSER EQUIPMENT FILE,"^DIC(39.3,",3,REGISTRATION,DG
39.4,ADT/HL7 TRANSMISSION,"^VAT(39.4,",8,,
40.1,OPC,^SDASF(,2,SCHEDULING,SD
40.15,OPC ERRORS,^SDASE(,5,SCHEDULING,SD
40.5,HOLIDAY,^HOLIDAY(,2,KERNEL,XU
40.6,SD TELE HEALTH STOP CODE FILE,"^SD(40.6,",1,,
40.7,CLINIC STOP,"^DIC(40.7,",8,SCHEDULING,SD
40.8,MEDICAL CENTER DIVISION,"^DG(40.8,",40,REGISTRATION,DG
40.9,LOCATION TYPE,"^DIC(40.9,",2,SCHEDULING,SD
41.1,SCHEDULED ADMISSION,"^DGS(41.1,",17,REGISTRATION,DG
41.2,DIALYSIS PATIENT,"^DG(41.2,",10,,
41.41,PRE-REGISTRATION AUDIT,"^DGS(41.41,",3,,
41.42,PRE-REGISTRATION CALL LIST,"^DGS(41.42,",9,,
41.43,PRE-REGISTRATION CALL LOG,"^DGS(41.43,",6,,
41.9,CENSUS,"^DG(41.9,",2,REGISTRATION,DG
42.0,WARD LOCATION,"^DIC(42,",25,REGISTRATION,DG
42.4,SPECIALTY,"^DIC(42.4,",9,REGISTRATION,DG
42.5,WAIT LIST,^DGWAIT(,2,REGISTRATION,DG
42.55,PRIORITY GROUPING,"^DIC(42.55,",7,REGISTRATION,DG
42.6,AMIS 334-341,"^DGAM(334,",2,REGISTRATION,DG
42.7,AMIS 345&346,"^DGAM(345,",2,REGISTRATION,DG
42.8,AMIS 358,"^DGAM(358,",2,,
43.0,MAS PARAMETERS,"^DG(43,",180,REGISTRATION,DG
43.1,MAS EVENT RATES,"^DG(43.1,",22,REGISTRATION,DG
43.11,MAS AWARD,"^DG(43.11,",2,REGISTRATION,DG
43.4,VA ADMITTING REGULATION,"^DIC(43.4,",7,REGISTRATION,DG
43.5,G&L CORRECTIONS,"^DGS(43.5,",10,REGISTRATION,DG
43.61,G&L TYPE OF CHANGE,"^DG(43.61,",1,REGISTRATION,DG
43.7,ADT TEMPLATE,"^DG(43.7,",9,REGISTRATION,DG
44.0,HOSPITAL LOCATION,^SC(,108,SCHEDULING,SD
44.3,SDAM DATA MAP,"^SDAM(44.3,",2,,
44.9,SCHEDULING ARCHIVE,"^SD(44.9,",4,,
45.0,PTF,^DGPT(,129,REGISTRATION,DG
45.00046,PTF SITE PARAMETERS,"^DIZ(45.00046,",6,,
45.1,SOURCE OF ADMISSION,"^DIC(45.1,",7,REGISTRATION,DG
45.2,PTF TRANSFERRING FACILITY,^DGTF(,7,REGISTRATION,DG
45.3,SURGICAL SPECIALTY,"^DIC(45.3,",2,REGISTRATION,DG
45.4,PTF DIALYSIS TYPE,"^DG(45.4,",3,REGISTRATION,DG
45.5,PTF MESSAGE,^DGM(,6,REGISTRATION,DG
45.6,PLACE OF DISPOSITION,"^DIC(45.6,",3,REGISTRATION,DG
45.61,PTF ABUSED SUBSTANCE,"^DIC(45.61,",3,REGISTRATION,DG
45.62,PTF ARCHIVE/PURGE HISTORY FILE,"^DGP(45.62,",12,REGISTRATION,DG
45.64,PTF AUSTIN ERROR CODES,"^DGP(45.64,",3,REGISTRATION,DG
45.68,FACILITY SUFFIX,"^DIC(45.68,",2,DGYU,DGYU
45.7,FACILITY TREATING SPECIALTY,"^DIC(45.7,",6,REGISTRATION,DG
45.81,STATION TYPE,"^DIC(45.81,",4,REGISTRATION,DG
45.82,CATEGORY OF BENEFICIARY,"^DIC(45.82,",7,REGISTRATION,DG
45.83,PTF RELEASE,"^DGP(45.83,",3,REGISTRATION,DG
45.84,PTF CLOSE OUT,"^DGP(45.84,",15,REGISTRATION,DG
45.85,CENSUS WORKFILE,"^DG(45.85,",9,REGISTRATION,DG
45.86,PTF CENSUS DATE,"^DG(45.86,",6,REGISTRATION,DG
45.87,PTF TRANSACTION REQUEST LOG,"^DGP(45.87,",10,REGISTRATION,DG
45.88,PTF EXPANDED CODE CATEGORY,"^DIC(45.88,",3,REGISTRATION,DG
45.89,PTF EXPANDED CODE,"^DIC(45.89,",6,REGISTRATION,DG
45.9,PAF,"^DG(45.9,",78,REGISTRATION,DG
45.91,RUG-II,"^DG(45.91,",3,REGISTRATION,DG
46.0,INPATIENT CPT CODE,"^DGCPT(46,",24,,
46.1,INPATIENT POV,"^DGICD9(46.1,",13,,
46.11,RAI MDS MONITOR,"^DGRU(46.11,",4,,
46.12,RAI MDS WARD TRANSLATION,"^DGRU(46.12,",2,,
46.13,RAI MDS ROOM-BED TRANSLATION,"^DGRU(46.13,",2,,
46.14,RAI MDS ASIH PATIENT,"^DGRU(46.14,",2,,
46.3,DG VAS QUEUE,^DGAUDIT(,9,,
46.4,DG VAS EXPORT,^DGAUDIT1(,4,,
46.5,DG VAS CONFIG,^DGAUDIT2(,3,,
47.0,MAS FORMS AND SCREENS,"^DIC(47,",3,REGISTRATION,DG
47.75,SUPPORTING DOCUMENTATION TYPES,"^DG(47.75,",3,,
47.76,SOURCE OF NOTIFICATIONS,"^DG(47.76,",3,,
47.761,SOURCE OF NOTIFICATION BUSINESS RULES,"^DG(47.761,",4,,
47.77,SEXUAL ORIENTATION TYPES,"^DG(47.77,",2,,
47.78,PRONOUN TYPES,"^DG(47.78,",2,,
48.0,MAS RELEASE NOTES,"^DG(48,",49,PATIENT FILE,DPT
48.5,MAS MODULE,"^DG(48.5,",2,PATIENT FILE,DPT
49.0,SERVICE/SECTION,"^DIC(49,",18,INTERIM MANAGEMENT SUPPORT,ECT
50.0,DRUG,^PSDRUG(,90,CONTROLLED SUBSTANCES,PSD
50.073,DUE QUESTIONNAIRE,"^PS(50.073,",8,OUTPATIENT PHARMACY,PSO
50.0731,DUE ANSWER SHEET,"^PS(50.0731,",12,OUTPATIENT PHARMACY,PSO
50.0732,DUE QUESTION,"^PS(50.0732,",7,OUTPATIENT PHARMACY,PSO
50.0733,DUE SECTION,"^PS(50.0733,",2,OUTPATIENT PHARMACY,PSO
50.2,IV CATEGORY,"^PS(50.2,",2,INPATIENT MEDICATIONS,PSJ
50.3,PRIMARY DRUG,"^PS(50.3,",5,INPATIENT MEDICATIONS,PSJ
50.35,DRUG APPLICATION,"^PS(50.35,",2,INPATIENT MEDICATIONS,PSJ
50.4,DRUG ELECTROLYTES,"^PS(50.4,",2,IV MEDICATIONS,PSIV
50.416,DRUG INGREDIENTS,"^PS(50.416,",10,NATIONAL DRUG FILE,PSN
50.5,DRUG CLASSIFICATION,"^PS(50.5,",2,PHARMACY,PS
50.6,VA GENERIC,"^PSNDF(50.6,",7,NATIONAL DRUG FILE,PSN
50.605,VA DRUG CLASS,"^PS(50.605,",9,NATIONAL DRUG FILE,PSN
50.606,DOSAGE FORM,"^PS(50.606,",13,NATIONAL DRUG FILE,PSN
50.60699,MASTER DOSAGE FORM,"^PSMDF(50.60699,",8,,
50.607,DRUG UNITS,"^PS(50.607,",2,NATIONAL DRUG FILE,PSN
50.608,PACKAGE TYPE,"^PS(50.608,",2,NATIONAL DRUG FILE,PSN
50.609,PACKAGE SIZE,"^PS(50.609,",2,NATIONAL DRUG FILE,PSN
50.612,NATIONAL DRUG TRANSLATION,^PSNTRAN(,12,NATIONAL DRUG FILE,PSN
50.621,PMI-ENGLISH,"^PS(50.621,",16,,
50.622,PMI-SPANISH,"^PS(50.622,",16,,
50.623,PMI MAP-ENGLISH,"^PS(50.623,",2,,
50.624,PMI MAP-SPANISH,"^PS(50.624,",2,,
50.625,WARNING LABEL-ENGLISH,"^PS(50.625,",3,,
50.626,WARNING LABEL-SPANISH,"^PS(50.626,",3,,
50.627,WARNING LABEL MAP,"^PS(50.627,",3,,
50.64,VA DISPENSE UNIT,"^PSNDF(50.64,",2,,
50.67,NDC/UPN,"^PSNDF(50.67,",13,,
50.68,VA PRODUCT,"^PSNDF(50.68,",50,,
50.7,PHARMACY ORDERABLE ITEM,"^PS(50.7,",25,,
50.8,IV STATS,"^PS(50.8,",4,IV MEDICATIONS,PSIV
50.9,DRUG COST,^PSCST(,20,PHARMACY,PS
51.0,MEDICATION INSTRUCTION,"^PS(51,",16,PHARMACY,PS
51.1,ADMINISTRATION SCHEDULE,"^PS(51.1,",17,IV MEDICATIONS,PSIV
51.15,ADMINISTRATION SHIFT,"^PS(51.15,",5,INPATIENT MEDICATIONS,PSJ
51.2,MEDICATION ROUTES,"^PS(51.2,",11,UNIT DOSE MEDICATIONS,PSG
51.23,STANDARD MEDICATION ROUTES,"^PS(51.23,",6,,
51.24,DOSE UNITS,"^PS(51.24,",8,,
51.25,DOSE UNIT CONVERSION,"^PS(51.25,",2,,
51.26,PHARMACOGENOMIC GENES,"^PS(51.26,",8,,
51.28,PHARMACOGENOMIC PHENOTYPES,"^PS(51.28,",7,,
51.29,PHARMACOGENOMIC EMAIL LOG,"^PS(51.29,",3,,
51.5,ORDER UNIT,"^DIC(51.5,",2,PHARMACY,PS
51.7,DRUG TEXT,"^PS(51.7,",4,,
52.0,PRESCRIPTION,^PSRX(,137,PHARMACY,PS
52.09,REMOTE PRESCRIPTION LOG,"^PSRXR(52.09,",27,,
52.11,PATIENT NOTIFICATION (Rx READY),"^PS(52.11,",14,OUTPATIENT PHARMACY,PSO
52.35,ERX HOLDING QUEUE PREFERENCES,"^PS(52.35,",4,,
52.4,RX VERIFY,"^PS(52.4,",11,OUTPATIENT PHARMACY,PSO
52.41,PENDING OUTPATIENT ORDERS,"^PS(52.41,",57,OUTPATIENT PHARMACY,PSO
52.43,PRESCRIPTION REFILL REQUEST,"^PS(52.43,",11,,
52.444,PHARMACY TELEPHONE REFILLS,"^PS(52.444,",9,,
52.45,ERX SERVICE REASON CODES,"^PS(52.45,",9,,
52.46,ERX EXTERNAL PATIENT,"^PS(52.46,",64,,
52.47,ERX EXTERNAL PHARMACY,"^PS(52.47,",32,,
52.48,ERX EXTERNAL PERSON,"^PS(52.48,",67,,
52.49,ERX HOLDING QUEUE,"^PS(52.49,",210,,
52.5,RX SUSPENSE,"^PS(52.5,",16,PHARMACY,PS
52.51,PHARMACY EXTERNAL INTERFACE,"^PS(52.51,",15,,
52.52,CLOZAPINE PRESCRIPTION OVERRIDES,"^PS(52.52,",10,OUTPATIENT PHARMACY,PSO
52.53,PHARMACY AUTOMATED DISPENSING DEVICES,"^PS(52.53,",4,,
52.54,CLOZAPINE OVERRIDE REASONS,"^PS(52.54,",1,,
52.6,IV ADDITIVES,"^PS(52.6,",20,IV MEDICATIONS,PSIV
52.7,IV SOLUTIONS,"^PS(52.7,",13,IV MEDICATIONS,PSIV
52.75,IV MEDICATION ORDERS DC'D,"^PS(52.75,",10,,
52.8,PHARMACY ARCHIVE,^PSOARC(,2,OUTPATIENT PHARMACY ARCHIVING,PSOA
52.85,EPHARMACY MEDICATION PROFILE PREFERENCES,"^PS(52.85,",8,,
52.86,EPHARMACY SITE PARAMETERS,"^PS(52.86,",8,,
52.87,PSO AUDIT LOG,"^PS(52.87,",19,,
52.9,PHARMACY PRINTED QUEUE,"^PS(52.9,",2,PHARMACY,PS
52.91,TPB ELIGIBILITY,"^PS(52.91,",12,,
52.92,TPB INSTITUTION LETTERS,"^PS(52.92,",17,,
53.0,RX PATIENT STATUS,"^PS(53,",9,PHARMACY,PS
53.1,NON-VERIFIED ORDERS,"^PS(53.1,",109,UNIT DOSE MEDICATIONS,PSG
53.2,UNIT DOSE ORDER SET,"^PS(53.2,",3,UNIT DOSE MEDICATIONS,PSG
53.3,ACTIVITY LOG REASON,"^PS(53.3,",2,UNIT DOSE MEDICATIONS,PSG
53.4,PRE-EXCHANGE NEEDS,"^PS(53.4,",3,INPATIENT MEDICATIONS,PSJ
53.41,MAR LABELS,"^PS(53.41,",2,INPATIENT MEDICATIONS,PSJ
53.42,INPATIENT BACKGROUND JOB,"^PS(53.42,",2,INPATIENT MEDICATIONS,PSJ
53.43,MISCELLANEOUS REPORT FILE,"^PS(53.43,",2,INPATIENT MEDICATIONS,PSJ
53.44,PHYSICIANS' ORDERS,"^PS(53.44,",2,INPATIENT MEDICATIONS,PSJ
53.45,INPATIENT USER PARAMETERS,"^PS(53.45,",18,INPATIENT MEDICATIONS,PSJ
53.46,CLINIC DEFINITION,"^PS(53.46,",10,,
53.47,INFUSION INSTRUCTIONS,"^PS(53.47,",2,,
53.5,PICK LIST,"^PS(53.5,",14,UNIT DOSE MEDICATIONS,PSG
53.55,UNIT DOSE/ATC MEDS,"^PS(53.55,",3,INPATIENT MEDICATIONS,PSJ
53.66,BCMA IV PARAMETERS,"^PSB(53.66,",3,,
53.68,BCMA MISSING DOSE REQUEST,"^PSB(53.68,",24,,
53.69,BCMA REPORT REQUEST,"^PSB(53.69,",47,,
53.7,BCMA BACKUP DATA,"^ALPB(53.7,",10,,
53.71,BCMA BACKUP PARAMETERS,"^ALPB(53.71,",8,,
53.77,BCMA UNABLE TO SCAN LOG,"^PSB(53.77,",15,,
53.78,BCMA MEDICATION VARIANCE LOG,"^PSB(53.78,",9,,
53.79,BCMA MEDICATION LOG,"^PSB(53.79,",35,,
53.8,CLOZAPINE MEDICATION OVERRIDES,"^PS(53.8,",7,,
54.0,RX CONSULT,"^PS(54,",5,PHARMACY,PS
55.0,PHARMACY PATIENT,"^PS(55,",53,PHARMACY,PS
55.95,DRUG MANUFACTURER,"^PS(55.95,",3,NATIONAL DRUG FILE,PSN
56.0,DRUG INTERACTION,"^PS(56,",8,PHARMACY,PS
57.0,ALLERGY/DISORDER,"^DIC(57,",1,PHARMACY,PS
57.1,PHARMACY QUICK ORDER,"^PS(57.1,",12,INPATIENT MEDICATIONS,PSJ
57.23,PPS-N UPDATE CONTROL,"^PS(57.23,",24,,
57.5,WARD GROUP,"^PS(57.5,",15,UNIT DOSE MEDICATIONS,PSG
57.6,UNIT DOSE PICK LIST STATS,"^PS(57.6,",2,UNIT DOSE MEDICATIONS,PSG
57.7,MEDICATION ADMINISTERING TEAM,"^PS(57.7,",2,UNIT DOSE MEDICATIONS,PSG
57.8,CLINIC GROUP,"^PS(57.8,",2,,
58.0,REACTION SEVERITY,"^DIC(58,",1,PHARMACY,PS
58.1,PHARMACY AOU STOCK,"^PSI(58.1,",10,UNIT DOSE MEDICATIONS,PSG
58.16,AOU INVENTORY TYPE,"^PSI(58.16,",2,INPATIENT AUTO REPLENISH,PSGZ
58.17,AOU ITEM LOCATION,"^PSI(58.17,",2,INPATIENT AUTO REPLENISH,PSGZ
58.19,PHARMACY AOU INVENTORY,"^PSI(58.19,",6,INPATIENT AUTO REPLENISH,PSGZ
58.2,AOU INVENTORY GROUP,"^PSI(58.2,",4,INPATIENT AUTO REPLENISH,PSGZ
58.3,PHARMACY BACKORDER,"^PSI(58.3,",2,INPATIENT AUTO REPLENISH,PSGZ
